,Song,Artist,artist_trunc,search_term,lyrics_raw
3631,Overnight Celebrity,Twista,Twista,Overnight Celebrity Twista,"[Produced by Kanye West]

[Intro]
Oh you didn't think we could do it again
Twista, Kanye West, from Po Pimpin' to Poppin' Tags
From Champions to Slow Jammin', oh baby
We can even make you a overnight celebrity
Know what I'm saying, come on

[Hook: Kanye & Twista]
Why don't we play something these hoes'll like?
Drive whips I know they like
Twista, you told her, right
I could make you a celebrity overnight
Give you ice like Kobe wife
We sorta like Goldie, right
The way we mold 'em right
I could make you a celebrity overnight

[Verse 1: Twista]
Girl I see you in them Apple Bottom jeans
Chinchilla on your back, I wanna know your name
Girl I'm Twista, I could blow your brains
Put you in a chameleon '04 Range
Still sexy when you smoke that flame
Jerk it like a chicken when you throw that thang
She got me hotter than a oven the way that she talk
Switching to freaky so I'm loving the way that she walk
You looking good, girl, you oughta be in pictures
Listen to me, I see your career going sky high
Taking you home to the crib in the Chi
And everytime I see your thighs I cry when I drive by
Watching you should be a thrill, got the fellas on some Johnny Gill
Steady screaming ""my, my, my, my""
Walk on the carpet with the diamonds that flick in the dark
Kicking it on the couch at 106 & Park
I can see your beauty on the big screen
I can see me freaking you with whipped cream
I can see you on stage at the awards
With a dress better than Jennifer's and doing big things
Kick it with me I can mold your life
You looking good girl, show you right
Dre told me you the prototype
I can make you a celebrity overnight

[Hook: Kanye & Twista]
Why don't we play something these hoes'll like?
Drive whips I know they like
Twista, you told her, right
I could make you a celebrity overnight
Give you ice like Kobe wife
We sorta like Goldie, right
The way we mold 'em right
I could make you a celebrity overnight
Why don't we play something these hoes'll like?
Drive whips I know they like
Twista, you told her, right
I could make you a celebrity overnight
Give you ice like Kobe wife
We sorta like Goldie, right
The way we mold 'em right
I could make you a celebrity overnight

[Verse 2: Twista]
You want fame, you can take that path
Candlelights 'fore you take a bath
You got such a sensational ass
I'mma get you Jimmy Choo and Marc Jacob bags
I can cop her a 2003
Make her smile when she sees Spre's
I can get you on CDs and DVDs
Take you to BeBe's and BCBG
I can get you into places to be into
The people to know or show you things to get into
I wanna be your lover and your confidant
And protect you from others, don't ever let a brother pimp you
If you want the style, you can get ya girl
Y'all take a look at her, she got such an astonishing body
I can see ya in some Gucci or Robert Cavalli
And I bet she gon' put a hurt on 'em hard in the party
And you know you kill 'em in the club we go
You was born to be a pro, how you know who's taking photos
And I love you cause you freaky with the door closed
Drop it to the flo', let that go when you roll slow
And I love it when I hit it from the back
And you get on top of me and have a brother going ""oh-oh""
Girl I love how you roll me right
I can make you a celebrity overnight

[Hook: Kanye & Twista]
Why don't we play something these hoes'll like?
Drive whips I know they like
Twista, you told her, right
I could make you a celebrity overnight
Give you ice like Kobe wife
We sorta like Goldie, right
The way we mold 'em right
I could make you a celebrity overnight

[Bridge: Twista]
You see, see baby girl
You see how you make a brother break down
I just gotta ask you, what you need
What you need from me, oh you wanna be a star
Are you messing with the right one
I can take you there, I can make sure
You've got all the finest things
Let me be your manager

[Outro: Twista]
Come here girl, I could see you bored
Tell you you're the queen that I see you for
Take you shopping on sprees in stores
I'mma get you to the MTV awards
We about to do a show tonight
You looking good girl, show you right
Take you places I know you like
I could make you a celebrity overnight
Come here girl, you could hang if you bored
We could do plenty things plus more
I'm about to have you changin' in stores
I can even get you to the Soul Train awards
We about to do a show tonight
You looking good girl, show you right
Take you places I know you like
I could make you a celebrity overnight"
3632,Hotel,Cassidy featuring R. Kelly,Cassidy featuring,Hotel Cassidy featuring,"[Intro - R. Kelly]
Ladies and gentlemen! (uh)
You are listenin to the sounds of Swizz Beatz (uh)
We got Cassidy in here, Kels!
We in our throwbacks (uh), this is for the ladies
We got room keys (Whoooo!)

[Hook - R. Kelly] w/ {Swizz Beatz in background}
Girl you wanna come to my hotel
Baby I will leave you my room key
I'm feelin the way, you carry yo self girl
And I wanna get wit you, cause you's a cutie
So if you wanna come to my hotel
All you gotta do is holla at me
We still havin a after-party
Checkin out six in the mornin
(Six in the mornin, six in the mornin, six in the mornin)
Checkin out six in the mornin
(Six in the mornin, six in the mornin, ...the mornin)

[Verse 1 - Cassidy] + (Swizz Beatz)
(Talk to 'em Cass) I be stayin in a ho-tel, not the mo-tel
Or the Holiday Inn (Say whaaa?!)
If that girl, don't participate
Well then I'm gon' take her friend (Say whaaa?!)
But if, mami is wit it then, mami could get it if
Mami a rider, I'mma slide up inside the bomb
I got a suite, you could creep on through
I know you tryin to get yo freak on too (c'mon)

[Bridge - Cassidy] + (R. Kelly)
I do it all for the (ladies) yeah I ball for the (ladies)
Hit the mall for the (ladies) keep it fly for the (ladies)
Keep my eye on (ladies) hot tub for (ladies)
Pop bub for the (ladies) I got love for my (ladies)

[Hook]

[Verse 2 - Cassidy] + (Swizz Beatz)
We the new car-tel, R. Kel
And the kid Cassidy (Say whaaa?!)
Girl if ya man, start actin up
Ask for him, or ask for me (Say whaaa?!)
Cause see, we could go get it crackin, but you know what'll happen
We be under the covers, makin love to each other
I got a double bed, one to sleep on
The other to get my freak on (frk-frk-frk-frk-frk)

[Bridge - Cassidy] + (R. Kelly)

[Hook]

[Verse 3 - Cassidy]
We goin Chi-Town step it out, to the club lettin out
Then we gon' sex it out, til we all checkin out
I got my chicks, I'm gon' bring to the telly
We bout to do the damn thing, sing to 'em Kelly

[R. Kelly] w/ {Swizz Beatz in background}
It's alright (It's alright)
If you wanna come wit me
If I fill ya fantasy
Baby in my hotel suite
And it's ok (It's ok)
If you wanna party night, til day
I will do anything ya say
Just come - to - my - hotel

[Hook]

[Outro - Swizz Beatz]
You have just heard (you have just heard)
A classic (a classic)
Featuring (featuring)
The one and only (the one and only)
Kels! Cassidy {*scratched - ""R. Kelly""*}
Swizz Beatz the monster (yes I am)
Full Surface the label (yes, yes)
Rockland the family (Rockland the family)
Ruff Ryders the family (Ruff Ryders the family)
Whooo! (whooo!) This one's for the ladies y'all
Th-th-the ladies, the ladies (please believe it)
Getcha hands up (getcha hands up)
Getcha hands up, getcha-getcha hands up (whooo!)
Getcha hands up, getcha-getcha hands up (this part one y'all)
(C'mon!) Getcha hands up, getcha-getcha hands up (part one)
(Ladies!) Getcha hands up, getcha-getcha hands up
(C'mon!) Getcha hands up, getcha-getcha hands up
(Bounce wit a) Getcha hands up, getcha-getcha hands up
(Ladies!) Getcha hands up, getcha-getcha hands up
(Bounce wit a) Getcha hands up, getcha-getcha hands up
(C'mon) Getcha hands up, getcha-getcha hands up..."
3633,Numb,Linkin Park,Linkin Park,Numb Linkin Park,"[Verse 1: Chester Bennington]
I'm tired of being what you want me to be
Feeling so faithless, lost under the surface
Don't know what you're expecting of me
Put under the pressure of walking in your shoes

[Pre-Chorus: Chester & Mike Shinoda]
Caught in the undertow, just caught in the undertow
Every step that I take is another mistake to you
Caught in the undertow, just caught in the undertow

[Chorus: Chester]
I've become so numb, I can't feel you there
Become so tired, so much more aware
I'm becoming this, all I want to do
Is be more like me and be less like you

[Verse 2: Chester]
Can't you see that you're smothering me?
Holding too tightly, afraid to lose control?
'Cause everything that you thought I would be
Has fallen apart, right in front of you

[Pre-Chorus: Chester & Mike]
Caught in the undertow, just caught in the undertow
Every step that I take is another mistake to you
Caught in the undertow, just caught in the undertow
And every second I waste is more than I can take

[Chorus: Chester]
I've become so numb, I can't feel you there
Become so tired, so much more aware
I'm becoming this, all I want to do
Is be more like me and be less like you

[Bridge: Chester]
And I know, I may end up failing, too
But I know, you were just like me
With someone disappointed in you

[Chorus: Chester]
I've become so numb, I can't feel you there
Become so tired, so much more aware
I'm becoming this, all I want to do
Is be more like me and be less like you

[Outro: Chester]
I've become so numb, I can't feel you there
I'm tired of being what you want me to be
I've become so numb, I can't feel you there
I'm tired of being what you want me to be"
3634,Diary,Alicia Keys featuring Tony! Toni! Tone!,Alicia Keys,Diary Alicia Keys,"[Verse 1: Alicia Keys]
Lay your head on my pillow
Here you can be yourself
No one has to know what you are feeling
No one but me and you

[Hook]
I won't tell your secrets
Your secrets are safe with me
I will keep your secrets
Just think of me as the pages in your diary

[Verse 2: Alicia Keys]
I feel such a connection
Even when you far away
Oooo baby if there's anything that you fear
Call 489-4608 and I'll be here

[Hook]
I won't tell your secrets
Your secrets are safe with me
I will keep your secrets
Just think of me as the pages in your diary

[Bridge]
And only we know what is talked about baby boy
I don't know how you can be driving me so crazy boy
Baby when you're in town why don't you come around, boy
I'll be the loyalty you need, you can trust me, boy

[Hook]
I won't tell your secrets
Your secrets are safe with me
I will keep your secrets
Just think of me as the pages in your diary

[Outro: Alicia Keys and Tony! Toni! Toné!]
Everybody say woah, woah
Lemme hear you say woah, woah
Lemme hear you say woah, woah
I'm saying woah, woah
Lemme hear you say
I won't tell, I won't tell
I won't tell, I won't tell
I won't tell, I won't tell
Your secrets, your secrets
Break it down, secrets, secrets"
3635,She Will Be Loved,Maroon 5,Maroon 5,She Will Be Loved Maroon 5,"[Verse 1]
Beauty queen of only eighteen
She had some trouble with herself
He was always there to help her
She always belonged to someone else
I drove for miles and miles
And wound up at your door
I've had you so many times
But somehow, I want more

[Chorus]
I don't mind spending every day
Out on your corner in the pouring rain
Look for the girl with the broken smile
Ask her if she wants to stay a while
And she will be loved
And she will be loved

[Verse 2]
Tap on my window, knock on my door
I want to make you feel beautiful
I know I tend to get so insecure
Doesn't matter anymore
It's not always rainbows and butterflies
It's compromise that moves us along
My heart is full and my door's always open
You come any time you want

[Chorus]
I don't mind spending every day
Out on your corner in the pouring rain
Look for the girl with the broken smile
Ask her if she wants to stay a while
And she will be loved
And she will be loved
And she will be loved
And she will be loved

[Bridge]
I know where you hide
Alone in your car
Know all of the things that make you who you are
I know that goodbye means nothing at all
Comes back and makes me catch her every time she falls, yeah
Tap on my window, knock on my door
I want to make you feel beautiful

[Chorus]
I don't mind spending every day
Out on your corner in the pouring rain
Look for the girl with the broken smile
Ask her if she wants to stay a while
And she will be loved
And she will be loved
And she will be loved
And she will be loved

[Outro fading out]
I don't mind spending every day
Out on your corner in the pouring rain
Please don't try so hard to say goodbye"
3636,White Flag,Dido,Dido,White Flag Dido,"[Verse 1]
I know you think that
I shouldn't still love you
Or tell you that
But if I didn't say it
Well, I'd still have felt it
Where's the sense in that?
I promise I'm not trying to make your life harder
Or return to where we were

[Chorus]
I will go down with this ship
And I won't put my hands up and surrender
There will be no white flag above my door
I'm in love and always will be

[Verse 2]
I know I left too
Much mess and destruction
To come back again
And I caused nothing but trouble
I understand if you
Can't talk to me again
And if you live by the rules of ""it's over""
Then I'm sure that that makes sense

[Chorus]
I will go down with this ship
And I won't put my hands up and surrender
There will be no white flag above my door
I'm in love and always will be

[Bridge]
And when we meet
Which I'm sure we will
All that was there
Will be there still
I'll let it pass
And hold my tongue
And you will think
That I've moved on

[Chorus]
I will go down with this ship
And I won't put my hands up and surrender
There will be no white flag above my door
I'm in love and always will be
I will go down with this ship
And I won't put my hands up and surrender
There will be no white flag above my door
I'm in love and always will be

[Outro]
I will go down with this ship
And I won't put my hands up and surrender
There will be no white flag above my door
I'm in love and always will be"
3637,Heaven,Los Lonely Boys,Los Lonely,Heaven Los Lonely,"[Intro]
Vámonos!

[Verse 1]
Save me from this prison
Lord, help me get away
Cause only you can save me now from this misery
I've been lost in my own place, and I'm gettin' weary
How far is heaven?
And I know that I need to change my ways of livin'
How far is heaven?
Lord, can you tell me

[Verse 2]
I've been locked up way too long in this crazy world
How far is heaven?
And I just keep on prayin', Lord, and just keep on livin'
How far is heaven?
Yeah, Lord, can you tell me?
How far is heaven? (Cause I just gotta know how far, yeah)
How far is heaven? (Yeah, Lord, can you tell me?)

[Bridge]
Tu que estas en alto cielo
Echame tu bendicion

[Hook]
Cause I know there's a better place than this place I'm living
How far is heaven?
So I just got to have some faith and just keep on giving
How far is heaven? (Yeah, Lord, can you tell me?)
How far is heaven? (Cause I just got to know how far, yeah)
How far is heaven? (Yeah, Lord, can you tell me?)
How far is heaven? (Cause I just gotta know how far)
I just want to know how far"
3638,It's My Life,No Doubt,No Doubt,It's My Life No Doubt,"[Verse 1]
It's funny how I find myself
In love with you
If I could buy my reasoning
I'd pay to lose
One half won't do
I've asked myself
How much do you
Commit yourself?

[Chorus]
It's my life
Don't you forget
It's my life
It never ends (it never ends)

[Verse 2]
Funny how I blind myself
I never knew
If I was sometimes played upon
Afraid to lose
Oh, I'd tell myself
What good do you do
Convince myself

[Chorus]
It's my life
Don't you forget
It's my life
It never ends (it never ends)

[Bridge]
And I've asked myself
How much do you
Commit yourself?

[Chorus]
Oh, it's my life
Don't you forget
Caught in the crowd
It never ends (it never ends)

[Chorus]
Oh, it's my life
Don't you forget
Caught in the crowd
It never ends (it never ends)

[Outro]
Oh, it's my life (oh it's my life)
Don't you forget (don't you forget)
Caught in the crowd (caught in the crowd)
It never ends (it never ends)"
3639,Pieces of Me,Ashlee Simpson,Ashlee Simpson,Pieces of Me Ashlee Simpson,"[Verse 1]
On a Monday, I am waiting
And by Tuesday, I am fading
And by Wednesday, I can't sleep
Then the phone rings, I hear you
And the darkness is a clear view
Because you've come to rescue me

[Pre-Chorus]
Fall with you, I fall so fast
I can hardly catch my breath, I hope it lasts

[Chorus]
Ohhh it seems like I can finally rest my head on something real
I like the way that feels
Ohhh it's as if you know me better than I ever knew myself
I love how you can tell
All the pieces, pieces, pieces of me
All the pieces, pieces, pieces of me

[Verse 2]
I am moody, messy
I get restless, and it's senseless
And you never seem to care
When I'm angry, you listen
Make me happy it's your mission
And you won't stop 'til I'm there

[Pre-Chorus]
Fall, sometimes I fall so fast
When I hit that bottom crash
You're all I have

[Chorus]
Ohhh it seems like I can finally rest my head on something real
I like the way that feels
Ohhh it's as if you know me better than I ever knew myself
I love how you can tell
All the pieces, pieces, pieces of me

[Bridge]
How do you know everything I'm about to say
Am I that obvious
And if it's written on my face
I hope it never goes away, yeah

[Middle 8]
On a Monday, I am waiting
And by Tuesday, I am fading
Into your arms, so I can breathe

[Chorus]
Ohhh it seems like I can finally rest my head on something real
I like the way that feels
Ohhh it's as if you know me better than I ever knew myself
I love how you can tell
Ohh I love how you can tell
Ohh I love how you can tell
All the pieces, pieces, pieces of me
All the pieces, pieces, pieces of me"
3640,Leave (Get Out),JoJo,JoJo,Leave (Get Out) JoJo,"[Verse 1]
You know me
Now and then, I'm a mess
Please don't hold that against me
I'm a girl with a temper and heat
I know I can be crazy

[Pre-Chorus 1]
But I'm not just a fuck-up, I'm the fuck-up you need
I don't hear nobody when you focus on me
Perfectly imperfect, yeah, I hope that you see
Tell me you see
'Cause I know that you've been thinking 'bout it

[Chorus]
Don't leave
Shut your mind off and let your heart breathe
You don't need to be worried
I may not ever get my shit together
But ain't nobody gonna love you better

Don't go
What we have here is irreplaceable
No, I won't trade this for nothing
I may not ever get my shit together
But ain't nobody gonna love you better than me, yeah
Love you better than me (oh, whoa-oh)

[Verse 2]
In a room full of people with you
I don't see anybody else, no
When we fight, and you're right
So sorry, I make it just so difficult

[Pre-Chorus 2]
But I'm not just a fuck-up, I'm the fuck-up you love
We ain't like nobody else, tell me so what
Perfectly imperfect, yeah, baby, that's us
Baby, that's us
'Cause I know that you've been thinking 'bout it

[Chorus]
Don't leave
Shut your mind off and let your heart breathe
You don't need to be worried
I may not ever get my shit together
But ain't nobody gonna love you better

Don't go
What we have here is irreplaceable
No, I won't trade this for nothing
I may not ever get my shit together
But ain't nobody gonna love you better

[Bridge]
Sitting in the living room
You look at me, I stare at you
I see the doubt, I see the love
I have and it is all for you
Let me wrap myself around you, baby
Let me tell you you are everything, you are
Losing my words, I don't know where to start

But baby, don't leave me
Shut your mind off and let your heart hear me
I won't trade this for nothing
I may not ever get my shit together
But ain't nobody gonna love you better

[Chorus]
Don't leave
Shut your mind off and let your heart breathe
You don't need to be worried
I may not ever get my shit together
But ain't nobody gonna love you better
(There ain't nobody gonna love you better than me)

Don't go
What we have here is irreplaceable
No, I won't trade this for nothing
I may not ever get my shit together
But ain't nobody gonna love you better than me, yeah
Love you better than me"
3641,Milkshake,Kelis,Kelis,Milkshake Kelis,"[Chorus]
My milkshake brings all the boys to the yard
And they're like, it's better than yours
Damn right it's better than yours
I can teach you, but I have to charge
My milkshake brings all the boys to the yard
And they're like, it's better than yours
Damn right it's better than yours
I can teach you, but I have to charge

[Verse 1]
I know you want it
The thing that makes me
What the guys go crazy for
They lose their minds
The way I wind
I think its time

[Pre-Chorus]
La-la, la-la, la
Warm it up
La-la, la-la, la
The boys are waiting
La-la, la-la, la
Warm it up
La-la, la-la, la
The boys are waiting

[Chorus]
My milkshake brings all the boys to the yard
And they're like, it's better than yours
Damn right it's better than yours
I can teach you, but I have to charge
My milkshake brings all the boys to the yard
And they're like, it's better than yours
Damn right it's better than yours
I can teach you, but I have to charge

[Verse 2]
I can see you're on it
You want me to teach thee
Techniques that freaks these boys
It can't be bought
Just know, thieves get caught
Watch if you're smart

[Pre-Chorus]
La-la, la-la, la
Warm it up
La-la, la-la, la
The boys are waiting
La-la, la-la, la
Warm it up
La-la, la-la, la
The boys are waiting

[Chorus]
My milkshake brings all the boys to the yard
And they're like, it's better than yours
Damn right it's better than yours
I can teach you, but I have to charge
My milkshake brings all the boys to the yard
And they're like, it's better than yours
Damn right it's better than yours
I can teach you, but I have to charge

[Verse 3]
Oh, once you get involved
Everyone will look this way, so
You must maintain your charm
Same time maintain your halo
Just get the perfect blend
Plus what you have within
Then next his eyes'll squint
Then he's picked up your scent

[Pre-Chorus]
La-la, la-la, la
Warm it up
La-la, la-la, la
The boys are waiting
La-la, la-la, la
Warm it up
La-la, la-la, la
The boys are waiting

[Chorus]
My milkshake brings all the boys to the yard
And they're like, it's better than yours
Damn right it's better than yours
I can teach you, but I have to charge
My milkshake brings all the boys to the yard
And they're like, it's better than yours
Damn right it's better than yours
I can teach you, but I have to charge"
3642,Splash Waterfalls,Ludacris,Ludacris,Splash Waterfalls Ludacris,"[Ludacris] + (Sandy Coffee)
Ohhhh! Ohhhh! Ohhhh! Say it (make love to me)
Ohhhh! Ohhhh! Ohhhh! What? (fuck, meee!)
Ohhhh! Ohhhh! Ohhhh! Say it (make love to me)
Ohhhh! Ohhhh! Ohhhh! What? (fuck, meee!)

[Hook: repeat 2X]
I'm bout to throw some game, they both one and the same
Cupid's the one to blame - say it (make love to me)
I'm bout to shed some light, cause each and every night
You gotta do it right - what? (fuck, meee!)

[Verse One]
They want it nice and slow, kiss 'em from head to toe
Relax and let it go - say it (make love to me)
They want it now and fast, grabbin and smackin ass
You gotta make it last - what? (fuck, meee!)
Together holdin hands, you out there spendin grands
And makin family plans - say it (make love to me)
Don't have to straighten facts, don't want no strings attached
Just scratches on your BACK - what? (fuck, meee!)
Ex's ain't actin right, and you so glad to fight
Dinner's by candlelight - say it (make love to me)
She got a nigga whipped, down to ya fingertips
Tryin that freaky shit - what? (fuck, meee!)
Turn on some Babyface, just for your lady's sake
You call her babycakes - say it (make love to me)
Know how to mack a broad, she's on your sack and balls
You call her Jabberjaws - what? (fuck, meee!)

[Hook]

[Verse Two]
You bout to buy a ring, she needs the finer things
Gucci designer frames - say it (make love to me)
Purchase a nasty flick, wrap up and tie her quick
Know how to drive a stick - what? (fuck, meee!)
You both unite as one, you the moon and she's your sun
Your heart's a beating drum - say it (make love to me)
You better not of came, she want to feel the pain
Then hear her scream your name - what? (fuck, meee!)
Follow this DICK-tionary, you're both some visionaries
Then do it missionary - say it (make love to me)
I hear 'em call da wild, and do it all the while
Doggy and FROGGY style - what? (fuck, meee!)
You in between the sheets, lickin and eatin sweets
And what you find you keep - say it (make love to me)
You do it standin up, orgasms hand 'em up
Y'all just don't GIVE A FUCK - what? (fuck, meee!)

[Hook]

[Verse Three]
You wanna tell the world, cause she's your favorite girl
Your diamond and your pearl - say it (make love to me)
Nobody has to know, just keep it on the low
And meet 'em right at fo' - what? (fuck, meee!)
Nothin but fights and fussin, plus there's a lot of cussin
Just grab ahold of SOMETHIN - say it (make love to me)
Y'all do that BAD stuff, she like it rammed up
Ropes and HANDCUFFS - what? (fuck, meee!)

[Hook]"
3643,Jesus Walks,Kanye West,Kanye West,Jesus Walks Kanye West,"[Intro]
We at war
We at war with terrorism, racism
But most of all we at war with ourselves

[Hook]
(Jesus walk)
God show me the way because the Devil tryna break me down
(Jesus walk with me)

[Verse 1]
You know what the Midwest is? Young and restless
Where restless (niggas) might snatch your necklace
And next these (niggas) might jack your Lexus
Somebody tell these (niggas) who Kanye West is
I walk through the valley of the Chi where death is
Top floor the view alone will leave you breathless *gasps*
Try to catch it *gasps* it's kinda hard
Getting choked by detectives, yeah, yeah, now check the method
They be askin' us questions, harass and arrest us
Sayin' ""We eat pieces of shit like you for breakfast""
Huh? Y'all eat pieces of shit? What's the basis?
We ain't going nowhere but got suits and cases
A trunk full of coke, rental car from Avis
My mama used to say only Jesus can save us
Well mama I know I act a fool
But I'll be gone 'til November, I got packs to move
I hope

[Hook]
(Jesus walk)
God show me the way because the Devil's tryna break me down
(Jesus walk with me)
The only thing that I pray is that my feet don't fail me now
(Jesus walk)
And I don't think there's nothin' I can do now to right my wrongs
(Jesus walk with me)
I wanna talk to God but I'm afraid cause we ain't spoke in so long
(Jesus walk)
God show me the way because the Devil's tryna break me down
(Jesus walk with me)
The only thing that I pray is that my feet don't fail me now
(Jesus walk)
And I don't think there's nothin' I can do now to right my wrongs
(Jesus walk with me)
I wanna talk to God but I'm afraid cause we ain't spoke in so long
So long, so long
(Jesus walk with me)

[Verse 2]
To the hustlers, killers, murderers, drug dealers, even the scrippers
(Jesus walks for them)
To the victims of welfare feel we livin' in Hell here, hell yeah
(Jesus walks for them)
Now, hear ye, hear ye, want to see Thee more clearly
I know he hear me when my feet get weary
Cause we're the almost nearly extinct
We rappers is role models: we rap, we don't think
I ain't here to argue about his facial features
Or here to convert atheists into believers
I'm just tryna say the way school need teachers
The way Kathie Lee needed Regis, that's the way I need Jesus
So here go my single dog, radio needs this
They say you can rap about anything except for Jesus
That means guns, sex, lies, videotape
But if I talk about God my record won't get played, huh?
Well if this take away from my spins
Which'll probably take away from my ends
Then I hope this take away from my sins
And bring the day that I'm dreamin' about
Next time I'm in the club, everybody screamin' out

[Hook]
(Jesus walk)
God show me the way because the Devil's tryna break me down
(Jesus walk with me)
The only thing that I pray is that my feet don't fail me now

[Produced by Kanye West]"
3644,Locked Up,Akon featuring Styles P,Akon featuring,Locked Up Akon featuring,"[Verse 1]
I'm steady tryin' to find the motive
Why I do what I do?
Freedom ain't getting no closer
No matter how far I go
My car is stolen, no registration
Cops patrolin' and now they done stop me
And I get locked up

[Hook]
They won't let me out
They won't let me out, (I'm locked up)
They won't let me out
No, they won't let me out, (I'm locked up)
They won't let me out
They won't let me out, (I'm locked up)
They won't let me out
No, they won't let me out

[Verse 2]
Heading uptown to re-up
Back with a couple keys
Corner block's on fire
Undercovers dressed as fiends
Making so much money
Product's moving fast
Put away the stash
And as I sold the last bag
Fucked around and got locked up

[Hook]
They won't let me out
They won't let me out, (I'm locked up)
They won't let me out
No, they won't let me out, (I'm locked up)
They won't let me out
They won't let me out, (I'm locked up)
They won't let me out
No, they won't let me out

[Verse 3]
‘Cause visitation no longer comes by
Seems like they forgot about me
Commissary is getting empty
My cellmates getting food without me
Can't wait to get out
And move forward with my life
Got a family that loves me
And wants me to do right
But instead I'm here locked up

[Hook]
They won't let me out
They won't let me out, (I'm locked up)
They won't let me out
No, they won't let me out, (I'm locked up)
They won't let me out
They won't let me out, (I'm locked up)
They won't let me out
No, they won't let me out

[Outro]
Maybe a visit (they won't let me out)
Send me some magazines (they won't let me out)
Send me some money orders (they won't let me out, no)
Maybe a visit, baby (they won't let me out)
‘Cause I'm locked up, they won't let me out
Wheres my lawyer? (they won't let me out)
I'm locked up, they won't let me out, no
Get me outta here (they won't let me out)
I'm locked up, they won't let me out
They won't let me out
Baby I'm locked up, they won't let me out, no
Where's my niggas? On the lock-down
Damn, I'm locked up, they won't let me out
I'm locked up, they won't let me out
Ohhh... they won't let me out
Can you please accept my phone calls?
‘Cause I'm locked up, locked up, locked up"
3645,Stand Up,Ludacris featuring Shawnna,Ludacris featuring,Stand Up Ludacris featuring,"[Intro: Ludacris (w/Shawnna)]
Stand up! (ah) Stand up! (yeah)
Stand up! (ah) Stand up! (uh)

[Hook: Ludacris (w/ Shawnna)]
When I move, you move (just like that?)
When I move, you move (just like that?)
When I move, you move (just like that?)
Hell yeah, hey DJ bring that back
(When I move, you move) just like that?
(When I move, you move) just like that?
(When I move, you move) just like that?
(Hell yeah, hey DJ bring that back)

[Verse 1: Ludacris]
How you ain't gone fuck?, bitch I'm me
I'm the goddamn reason you in V.I.P
CEO, you don't have to see ID
I'm young, wild, and strapped like Chi-Ali
BLAOW, we ain't got nothing to worry about
Whoop ass, let security carry them out
Watch out for the medallion, my diamonds are reckless
It feels like a midget is hanging from my necklace
I pulled up with a million trucks
Looking, smelling, feeling like a million bucks, ahh
Pass the bottles, the heat is on
We in the huddle all smoking that Cheech & Chong
What's wrong? The club and the moon is full
And I'm looking for a thick, young lady to pull
One sure shot way to get them out of them pants
Take note to the brand new dance
Like this

[Hook]

[Verse 2: Ludacris]
Go on with your big ass, let me see something
Tell your little friend he can quit mean mugging
I'm lit and I don't care what no one thinks
But where the fuck is the waitress at with my drinks?
My people outside and they can't get in
We gon' rush the back door & break them in
The owner already pissed cause we sort of late
But our time and our clothes, got to coordinate
Most girls looking right, some looking a mess
That's why they spilling drinks all over your dress
But Louis Vuitton bras all over your breasts
Got me wanting to put hickeys all over your chest
Ahh, come on we gon' party tonight
Y'all use mouth to mouth bring the party to life
Don't be scared, show another part of your life
The more drinks in your system, the harder the fight

[Hook]

[Bridge - Ludacris]
Stand up! Stand up!
Stand up! Stand up!

[Verse 3: Ludacris]
Damn right, the fire marshal wanna shut us down
Get us out, so someone can gun us down
We was two songs away from getting so cut up
Now we one song away from tearing the club up
Move over; Luda got something to say
Do it now cause tomorrow ain't promised today
Work with me, let's become one with the beat
And don't worry about me stepping all over your feet

[Hook]

[Outro: Ludacris]
Stand up! Stand up!
Stand up! Stand up!"
