,Song,Artist,artist_trunc,search_term,lyrics_raw
2371,Party Up (Up in Here),DMX,DMX,Party Up (Up in Here) DMX,"[Hook: DMX]
Y'all gon' make me lose my mind
Up in here, up in here
Y'all gon' make me go all out
Up in here, up in here
Y'all gon' make me act a fool
Up in here, up in here
Y'all gon' make me lose my cool
Up in here, up in here

[Verse 1: DMX]
If I gotsta bring it to you cowards, then it's gonna be quick
Aight, all your mans up in the jail before sucked my dick
And all them other cats you run with
Get done with, dumb quick
How the fuck you gonna cross the dog with some bum shit?
Aight, there go the gun click, 911 shit
All over some dumb shit; ain't that some shit?
Y'all niggas remind me of a strip club
‘Cause every time you come around, it's like what?
I just gotta get my dick sucked
And I don't know who the fuck you think you talking to
But I'm not him, aight, Slim? So watch what you do!
Or you gon' find yourself buried next to someone else
And we all thought you loved yourself
But that couldn't have been the issue
Or maybe they just saying that now ‘cause they miss you
Shit, a nigga tried to diss you
That's why you laying on your back
Looking at the roof of the church
Preacher telling the truth and it hurts

[Hook: DMX]
Y'all gon' make me lose my mind
Up in here, up in here
Y'all gon' make me go all out
Up in here, up in here
Y'all gon' make me act a fool
Up in here, up in here
Y'all gon' make me lose my cool
Up in here, up in here

[Verse 2: DMX]
Off the chain, I leave niggas soft in the brain
‘Cause niggas still want the fame, off the name
First of all, you ain't rapped long enough
To be fucking with me; and you, you ain't strong enough
So whatever it is you puffin' on
That got you think that you Superman, I got the Kryptonite
Should I smack him with my dick and the mic?
Y'all niggas is characters, not even good actors
What's gon' be the outcome? Hmm, let's add up all the factors
You're wack, you're twisted, your girl's a ho
You're broke, the kid ain't yours, and e'rybody know
Your old man say you stupid, you be like, ""So?
I love my baby mother, I'll never let her go.""
I'm tired of weak ass niggas whining over puss
That don't belong to them, fuck is wrong with them?
They fuck it up for real niggas like my mans and them
Who get it on, on the strength of the hands with them, man

[Hook: DMX]
Y'all gon' make me lose my mind
Up in here, up in here
Y'all gon' make me go all out
Up in here, up in here
Y'all gon' make me act a fool
Up in here, up in here
Y'all gon' make me lose my cool
Up in here, up in here

[Verse 3: DMX]
I bring down rains so heavy it hurts the head
No more talking, put him in the dirt instead
You keep walking, lest you tryin' to end up red
‘Cause if I end up fed, y'all end up dead
‘Cause you's a soft type nigga
Fake up North type nigga, push like a soft white nigga
Dog is a dog, blood's thicker than water
We done been through the mud and we quicker to slaughter
The bigger the order, the more guns we brung out
We run up in there, e'rybody come out, don't nobody run out
Sun in to sun out, I'ma keep the gun out
Nigga running his mouth, I'ma blow his lung out
Listen! Your ass is about to be missin'
You know who gon' find you? Some old man fishin'
Grandma wishin' your soul's at rest
But it's hard to digest with the size of the hole in your chest

[Hook: DMX]
Y'all gon' make me lose my mind
Up in here, up in here
Y'all gon' make me go all out
Up in here, up in here
Y'all gon' make me act a fool
Up in here, up in here
Y'all gon' make me lose my cool
Up in here, up in here

[Bridge: DMX]
One, two, meet me outside
Meet me outside, meet me outside
All my Ruff Ryders gon' meet me outside
Meet me outside, meet me outside
All my big ballers gon' meet me outside
Meet me outside, meet me outside
All my fly ladies gon' meet me outside
Meet me outside, meet me outside
All my street-street peoples, meet me outside
Meet me outside, outside, motherfucker

[Outro: Swizz Beatz]
X has got y'all bouncin' again
Bouncin' again, bounce-bouncin' again
Dark Man X got y'all bouncin' again
Bouncin' again, bounce-bouncin' again
Swizz Beatz got y'all bouncin' again
Bouncin' again, bounce-bouncin' again
Ruff Ryders got y'all bouncin' again
Bouncin' again, bounce-bouncin' again
Dark Man keep you bouncin' again
Bouncin' again, bounce-bouncin' again
Dark Man keep you bouncin' again
Bouncin' again, bounce-bouncin' again
All my streets, they bouncin' again
Bouncin' again, we're bouncin' again
Swizz-Swizz Beatz, we're bouncin' again
Bouncin' again and we bouncin' again
Double R, keep it comin'
Ain't nothin' y'all, ain't nothin' y'all can do now"
2372,Case of the Ex,Mya,Mya,Case of the Ex Mya,"[Verse 1]
It's after midnight
And she's on your phone
Saying come over
Cause she's all alone
I could tell it was
Your ex by your tone
Why is she calling now
After so long?

[Bridge]
Now what is it that she wants?
Tell me what is it that she needs?
Did she hear about the brand new Benz
That you just bought for me?
Cause y'all didn't have no kids
Didn't share no mutual friends
And you told me that she turned trick
When y'all broke up in '96

[Hook]
What you gon' do when you can't say no?
When the feelings start to show, boy I really need to know and
How you gonna act? How you gonna handle that?
What you gon' do when she wants you back?
What you gon' do when you can't say no?
When the feelings start to show, boy I really need to know and
How you gonna act? How you gonna handle that?
What you gon' do when she wants you back?

[Verse 2]
There's no need to
Reminisce bout the past
Obviously cause
That shit did not last
I know how a woman
Will try to game you
Don't get caught up
Because baby you'll lose

[Bridge]

[Hook x2]

[Verse 3]
Tell me why she on the phone in the middle of the night?
Tell me why she in your life tryna get what's mine?
She don't know me, she's about to know me
I'm in your life, and that's how it's gon' be
I saw a photo, she ain't even all that
So if you want her back then take her back
Cause game recognize game, I can do the same thing
Get it right, change or take back this ring!

[Hook x2]"
2373,Forgot About Dre,Dr. Dre featuring Eminem,Dr. Dre,Forgot About Dre Dr. Dre,"[Verse 1: Dr. Dre]
Y'all know me, still the same OG, but I been low-key
Hated on by most these niggas with no cheese
No deals and no G's, no wheels and no keys
No boats, no snowmobiles, and no skis
Mad at me ‘cause I can finally afford
To provide my family with groceries
Got a crib with a studio and it's all full of tracks
To add to the wall full of plaques
Hanging up in the office in back of my house like trophies
Did y'all think I'ma let my dough freeze? Ho please!
You better bow down on both knees
Who you think taught you to smoke trees?
Who you think brought you the oldies
Eazy E's, Ice Cubes, and D.O.C's, the Snoop D-O-double-G's
And the group that said ""Mothafuck the police!""
Gave you a tape full of dope beats
To bump when you stroll through in your hood
And when your album sales wasn't doing too good
Who's the Doctor they told you to go see?
Y'all better listen up closely
All you niggas that said that I turned pop or The Firm flopped
Y'all are the reason that Dre ain't been getting no sleep
So fuck y'all, all of y'all! If y'all don't like me, blow me!
Y'all are gonna keep fucking around with me
And turn me back to the old me

[Hook: Eminem]
Nowadays, everybody wanna talk
Like they got somethin' to say
But nothin' comes out when they move their lips
Just a bunch of gibberish
And motherfuckers act like they forgot about Dre
Nowadays, everybody wanna talk
Like they got somethin' to say
But nothin' comes out when they move their lips
Just a bunch of gibberish
And motherfuckers act like they forgot about Dre

[Verse 2: Eminem]
So what do you say to somebody you hate
Or anyone tryin' to bring trouble your way?
Wanna resolve things in a bloodier way?
Just study a tape of N.W.A
One day I was walking by
With a Walkman on, when I caught a guy
Give me an awkward eye
And I strangled him up in the parking lot with his Karl Kani
I don't give a fuck if it's dark or not
I'm harder than me tryin' to park a Dodge
When I'm drunk as fuck
Right next to a humongous truck in a two-car garage
Hoppin' out with two broken legs, trying to walk it off
Fuck you too, bitch! Call the cops!
I'ma kill you and them loud-ass motherfuckin' barking dogs
And when the cops came through
Me and Dre stood next to a burnt down house
With a can full of gas and a hand full of matches
And still weren't found out (Right here!)
So from here on out, it's the Chronic II
Starting today and tomorrow's anew
And I'm still loco enough
To choke you to death with a Charleston Chew
Slim Shady, hotter than a set of twin babies
In a Mercedes Benz with the windows up
When the temp goes up to the mid-80s
Callin' men ladies, sorry, Doc, but I been crazy
There's no way that you can save me
It's okay, go with him, Hailie! (Dada?)

[Hook: Eminem]
Nowadays, everybody wanna talk
Like they got somethin' to say
But nothin' comes out when they move their lips
Just a bunch of gibberish
And motherfuckers act like they forgot about Dre
Nowadays, everybody wanna talk
Like they got somethin' to say
But nothin' comes out when they move their lips
Just a bunch of gibberish
And motherfuckers act like they forgot about Dre

[Verse 3: Dr. Dre]
If it was up to me, you motherfuckers would stop coming up to me, with your hands out, looking up to me
Like you want somethin' free
When my last CD was out, you wasn't bumpin' me
But now that I got this little company
Everybody wanna come to me like it was some disease
But you won't get a crumb from me
‘Cause I'm from the streets of Compton
I told 'em all, all them little gangstas
Who you think helped mold 'em all?
Now you wanna run around talkin' bout guns
Like I ain't got none; what, you think I sold 'em all
‘Cause I stay well off?
Now all I get is hate mail all day saying Dre fell off
What, ‘cause I been in the lab with a pen and a pad
Tryin' to get this damn label off?
I ain't havin' that, this is the millennium of Aftermath
It ain't gonna be nothin' after that
So give me one more platinum plaque
And fuck rap, you can have it back
So where's all the Mad Rappers at?
It's like a jungle in this habitat
But all you savage cats know that I was strapped with gats
While you were cuddling a Cabbage Patch

[Hook: Eminem]
Nowadays, everybody wanna talk
Like they got somethin' to say
But nothin' comes out when they move their lips
Just a bunch of gibberish
And motherfuckers act like they forgot about Dre
Nowadays, everybody wanna talk
Like they got somethin' to say
But nothin' comes out when they move their lips
Just a bunch of gibberish
And motherfuckers act like they forgot about Dre"
2374,That's the Way,Jo Dee Messina,Jo Dee,That's the Way Jo Dee,"[Verse 1]
Everybody wants an easy ride
On the merry-go-round that we call life
Take a drive on cruise control
Then you wait to find it's a winding road
I had my dreams in view
When the money ran out and the engine blew
Hung my tears out to dry
Then my dreams fell out of that clear blue sky

[Pre-Chorus]
And I, I was walkin' the clouds
Feelin' so safe and sound
Somethin' else knocks me down

[Chorus]
Well, oh, that's the way it is
You gotta roll with the punches
That's the way it goes
You gotta bend when the wind blows
You live you learn
You crash and burn
It's hit or miss (that's the way)
And that's the way it is

[Verse 2]
One fine day you wake up
Completely, hoplessly fallin' in love
He's just what you're lookin' for
The only problem is, that the man's not sure
Another guy'll give you everything
The only problem is you don't feel a thing
Well, I know from experience
Nothin's ever gonna make perfect sense

[Pre-Chorus]
Oh, one day you get what you want
But it's not what you think
Then you get what you need

[Chorus]
Well, oh, that's the way it is
You gotta roll with the punches
That's the way it goes
You gotta bend when the wind blows
You live you learn
You crash and burn
It's hit or miss (that's the way)
And that's the way it is

[Bridge]
Yeah
They say your soul is growin' but
Sometimes I feel like throwin' somethin'

[Chorus]
And that's the way it is
You gotta roll with the punches
And that's the way it goes
You gotta bend when the wind blows
That's the way it is
You gotta roll with the punches
That's the way it goes
You gotta bend when the wind blows
You live you learn
You crash and burn
It's hit or miss
Oh, and that's the way it is

[Outro]
Oh, that's the way it is (that's the way it is)
Yeah (that's the way it goes)
That's the way it is
That's the way it is
You gotta roll with the punches
Oh, you gotta bend when the wind blows
Oh, that's the way it goes
That's the way it is
That's the way it goes
Oh, yeah
You gotta roll with the punches"
2375,Swear It Again,Westlife,Westlife,Swear It Again Westlife,"I wanna know
Who ever told you I was letting go
Of the only joy that I have ever known
Girl, they were lying

Just look around
And all of the people that we used to know
Have just given up, they wanna let it go
But we're still trying

So you should know this love we share was never made to die
I'm glad we're on this one way street just you and I
Just you and I

All:
I'm never gonna say goodbye
Cos I never wanna see you cry
I swore to you my love would remain
And I swear it all over again and I
I'm never gonna treat you bad
Cos I never wanna see you sad
I swore to share your joy and your pain
And I swear it all over again

[Shane:]
All over again

Some people say
That everything has got its place in time
Even the day must give way to the night
But I'm not buying
Cos in your eyes
I see a love that burns eternally
And if you see how beautiful you are to me
You'll know I'm not lying

Sure there'll be times we wanna say goodbye
But even if we try
There are some things in this life won't be denied
Won't be denied

[All:]
I'm never gonna say goodbye
Cos I never wanna see you cry
I swore to you my love would remain
And I swear it all over again and I
I'm never gonna treat you bad
Cos I never wanna see you sad
I swore to share your joy and your pain
And I swear it all over again

[Mark:]
The more I know of you is the more I know I love you
And the more that I'm sure I want you forever and ever more
And the more that you love me, the more that I know
Oh that I'm never gonna let you go
Gotta let you know that I

[All:]
I'm never gonna say goodbye
[Mark:]
(I'm never gonna say goodbye)
[All:]
Cos I never wanna see you cry
[Mark:]
(never wanna see you cry) All:
I swore to you my love would remain
And I swear it all over again and I
[Mark:]
(swear it all over again and I)
[All:]
I'm never gonna treat you bad
[Mark:]
(never gonna treat you bad)
[All:]
Cos I never wanna see you sad
[Mark:]
(never wanna see you sad)
[All:]
I swore to share your joy and your pain
[Mark:]
(oh no, oh no)
[All:]
And I swear it all over again

[Mark:]
All over again
All over again
And I swear it all over again"
2376,The Next Episode,Dr. Dre featuring Snoop Dogg,Dr. Dre,The Next Episode Dr. Dre,"[Produced by Dr. Dre]

[Intro: Snoop Dogg and Kurupt]
La-da-da-da-dahh
It's the motherfuckin' one and only D-O-double-G
(Snoop Dogg!)
La-da-da-da-dahh
You know I'm mobbin' with the D-R-E
You know who's back up in this motherfucker?
What what what what
So blaze the weed up then
Blaze it up, blaze it up!
Just blaze that shit up, nigga!
Yeah, 'sup, Snoop?

[Verse 1: Snoop Dogg]
Top Dogg, bite 'em all, nigga, burn the shit up
D-P-G-C, my nigga, turn that shit up
C-P-T, L-B-C, yeah, we hookin' back up
And when they bang this in the club, baby, you got to get up
Thug niggas, drug dealers, yeah, they givin' it up
Lowlife, yo' life, boy, we livin' it up
Takin' chances while we dancin' in the party for sure
Slip my ho a forty-fo' and she got in the back do'
Bitches lookin' at me strange, but you know I don't care
Step up in this motherfucker just a-swangin' my hair
Bitch, quit talkin', Crip walk, stay down with the set
Take a bullet with some dick and take this dope from this jet
Out of town, put it down for the Father of Rap
And if yo' ass get cracked, bitch, shut yo' trap
Come back, get back, that's the part of success
If you believe in the S, you'll be relievin' your stress

[Interlude: Snoop Dogg and Dr. Dre]
La-da-da-da-dahhh
It's the motherfuckin' D.R.E. (Dr. Dre, motherfucker)
La-da-da-da-dahhh
You know I'm mobbin' with the D-O-double-G

[Verse 2: Dr. Dre]
Straight off the fuckin' streets of C-P-T
King of the beats, you ride to 'em in your Fleet (Fleetwood)
Or Coupe DeVille rollin' on dubs
How you feelin' whoopty whoop, nigga what?
Dre and Snoop chronic'd out in the 'llac
With Doc in the back, sippin' on 'gnac
Clip in the strap, dippin' through hoods (what hoods?)
Compton, Long Beach, Inglewood
South Central out to the westside; it's California Love
This California bud got a nigga gang of pub
I'm on one, I might bail up in the Century Club
With my jeans on, and my team strong
Get my drink on and my smoke on
Then go home with somethin' to poke on
Loc, it's on for the two-triple-oh
Comin' real, it's the next episode

[Outro: Nate Dogg]
Hold up, hey
For my niggas who be thinkin' we soft, we don't play
We gonna rock it 'til the wheels fall off
Hold up, hey
For my niggas who be actin' too bold, take a seat
Hope you ready for the next episode
Hey, hey, hey, hey

Smoke weed every day"
2377,From the Bottom of My Broken Heart,Britney Spears,Britney Spears,From the Bottom of My Broken Heart Britney Spears,"[Verse 1]
""Never look back,"" we said
How was I to know I'd miss you so?
Loneliness up ahead, emptiness behind
Where do I go?
And you didn't hear
All my joy through my tears
All my hopes through my fears
Did you know still I miss you somehow?

[Chorus]
From the bottom of my broken heart
There's just a thing or two I'd like you to know
You were my first love, you were my true love
From the first kisses to the very last rose
From the bottom of my broken heart
Even though time may find me somebody new
You were my real love
I never knew love 'til there was you
From the bottom of my broken heart

[Verse 2]
""Baby,"" I said, ""Please stay
Give our love a chance for one more day""
We could have worked things out
Taking time is what love's all about
But you put a dart
Through my dreams through my heart
And I'm back where I started again
Never thought it would end

[Chorus]
From the bottom of my broken heart (my broken heart)
There's just a thing or two I'd like you to know
You were my first love, you were my true love
From the first kisses to the very last rose
From the bottom of my broken heart
Even though time may find me somebody new
You were my real love
I never knew love 'til there was you
From the bottom of my broken heart

[Bridge]
You promised yourself
But to somebody else
And you made it so perfectly clear
Still I wish you were here

[Chorus]
From the bottom of my broken heart
There's just a thing or two I'd like you to know
You were my first love, you were my true love
From the first kisses to the very last rose
From the bottom of my broken heart
Even though time may find me somebody new
(You were my real love) You were my real love
I never knew love 'til there was you
From the bottom of my broken heart

[Outro]
""Never look back,"" we said
How was I to know I'd miss you so?"
2378,Crash and Burn,Savage Garden,Savage Garden,Crash and Burn Savage Garden,"[Verse 1]
When you feel all alone
And the world has turned its back on you
Give me a moment please
To tame your wild wild heart
I know you feel like
The walls are closing in on you
It's hard to find relief
And people can be so cold

[Pre-Chorus]
When darkness is upon your door
And you feel like you can't talk anymore

[Chorus]
Let me be the one you call
If you jump, I'll break your fall
Lift you up and fly with you into the night
If you need to fall apart
I can mend a broken heart
If you need to crash and burn, you're not alone

[Verse 2]
When you feel all alone
And a loyal friend is hard to find
You're caught in a one way street
With the monsters in your head

[Pre-Chorus]
When hopes and dreams are far away
And you feel like you can't face the day

[Chorus]
Let me be the one you call
If you jump, I'll break your fall
Lift you up and fly with you into the night
If you need to fall apart
I can mend a broken heart
If you need to crash and burn, you're not alone

[Bridge]
Because there has always been heartache and pain
And when its over you'll breathe again
You'll breathe again

[Middle 8]
When you feel all alone
And when the world has turned it's back on you
Give me a moment please
To tame your wild wild heart

[Chorus until Fade]
Let me be the one you call
If you jump, I'll break your fall
Lift you up and fly with you into the night
If you need to fall apart
I can mend a broken heart
If you need to crash and burn, you're not alone
Let me be the one you call
If you jump, I'll break your fall
Lift you up and fly with you into the night
If you need to fall apart
I can mend a broken heart
If you need to crash and burn, you're not alone"
2379,Yes!,Chad Brock,Chad Brock,Yes! Chad Brock,"She moved into my old apartment
That's how we got this whole thing started
She called and said that I had mail waiting there for me
I told her that I'd come and get it
How could I know in just a minute
That I'd be standing face to face with my own destiny
Oh, and we sat there talkin' just like we were old friends
Oh, then I ask her can I see you again

She said yes
And I said wow
She said when
And I said how about right now
Love can't wait
Then I asked if she believed in fate
And she said yes

The days flew by like a fast train
Nothin' else has been on my brain
Except the thought of how she makes me the man I want to be
She's the one I want for a million reasons
And loving her is just like breathin'
It's easy and it's obvious she was made for me
Oh, then it happened one night lookin' in her eyes
Oh, when I popped the question much to my surprise

She said yes
And I said wow
She said when
And I said how about right now
Love can't wait
Then I asked if she believed in fate
And she said yes

So I called the preacher, family, and friends
And nothin's been the same since

She said yes
And I said wow
She said when
I said how about right now
Love can't wait
Then I asked if she believed in fate
And she said yes

She said yes"
2380,The Best Day,George Strait,George Strait,The Best Day George Strait,"We loaded up my old station wagon
With a tent, a Coleman, and sleeping bags
Some fishing poles, a cooler of cokes
Three days before we had to be back

When you're seven you're in seventh heaven
When you're going camping in the wild outdoors
As we turned up on that old dirt road
He looked at me and swore

Dad, this could be the best day of my life
I've been dreaming day and night about the fun we've had
Just me and you doing what I've always wanted to
I'm the luckiest boy alive
This is the best day of my life

His fifteenth birthday rolled around
Classic cars were his thing
When I pulled in the drive with that old 'vette
I thought that boy would go in sane

When you're in your teens
Your dreams revolve around four spinning wheels
You worked nights on end
'Till it was new again
And as he sat behind the wheel

He said Dad
This could be the best day of my life
I've been dreaming day and night
About the fun we've had
Just me and you
Doing what I've always wanted to
I'm the luckiest boy alive
This is the best day of my life

Standing in a little room
Back of the church with our tuxes on
Looking at him I say I can't believe son that you're grown

He said Dad
This could be the best day of my life
I've been dreaming day and night
Of being like you
Now its me and her
Watching you and mom I've learned
I'm the luckiest man alive
This is the best day of my life

I'm the luckiest man alive
This is the best day of my life"
2381,Where I Wanna Be,Donell Jones,Donell Jones,Where I Wanna Be Donell Jones,"[Verse 1]
I just left my baby girl a message
Sayin' I won't be coming home
I'd rather be alone
She doesn't fully understand me
Cause I'd rather leave than to cheat
If she gives me some time
I can be the man she needs
But there's a lot of lust inside of me
And we've been together since our teenage years
I really don't mean to hurt her, but I need some time
To be alone

[Hook 1]
But when you love someone
You just don't treat them bad
Oh, how I feel so sad
Now that I wanna leave
She's crying her heart to me
How could you let this be?
I just need time to see
Where I wanna be
Where I wanna be...

Sweet little dee-do-dee-dee...
I don't mean to hurt you, baby, oh, no, no...

[Verse 2]
Never did I imagine
That you would play a major part
In a decision that's so hard
Do I leave, do I stay, do I go?
Or think about my life and what matters to me the most
Girl, the love that we share is real
But in time your heart will heal
I'm not saying I'm gone, but I
Have to find what life is like
Without you

[Hook 1]
But when you love someone
You just don't treat them bad
Oh, how I feel so sad
Now that I wanna leave
She's crying her heart to me
How could you let this be?
I just need time to see
Where I wanna be
Where I wanna be...

Sweet little dee-do-dee-dee...
I don't mean to hurt you, baby

[Hook 2]
See when you love someone
You just don't treat them bad
Oh, how I feel so sad
Now that I wanna leave
She's crying her heart to me
How could you let this be?
And I just need time to see
Where I wanna be

[Hook 2]
See when you love someone
You just don't treat them bad
Oh, how I feel so sad
Now that I wanna leave
She's crying her heart to me
How could you let this be?
And I just need time to see
Where I wanna be

[Hook 2]
See when you love someone
You just don't treat them bad
Oh, how I feel so sad
Now that I wanna leave
She's crying her heart to me
How could you let this be?
And I just need time to see
Where I wanna be

Where I wanna be...
I'm Sorry Baby"
