,Song,Artist,artist_trunc,search_term,lyrics_raw
1973,I Ain't Gonna Stand for It,Stevie Wonder,Stevie Wonder,I Ain't Gonna Stand for It Stevie Wonder,"[Verse 1]
Don't wanna believe what they're telling me
Somebody's been picking in my cherry tree
Don't wanna mistrust nobody by mistake
But I can tell someone's been digging round in my cake

[Hook]
And I ain't gonna stand for it baby
And I ain't gonna stand for it baby
And I ain't gonna stand for it baby
And I ain't gonna stand for it baby
And I ain't gonna stand for it baby
I ain't gonna stand for it baby

[Verse 2]
Don't wanna believe what somebody said
But somebody said somebody's shoes was under my bed
Don't wanna cause nobody no bodily harm
But somebody's been rubbing on my good luck charm

[Hook]
And I ain't gonna stand for it baby
And I ain't gonna stand for it baby
And I ain't gonna stand for it baby
And I ain't gonna stand for it baby
And I ain't gonna stand for it baby
I ain't gonna stand for it baby

[Bridge w/ Ad-libing]

[Hook]
And I ain't gonna stand for it baby
And I ain't gonna stand for it baby
And I ain't gonna stand for it baby
And I ain't gonna stand for it baby
And I ain't gonna stand for it baby
I ain't gonna stand for it baby"
1974,All Those Years Ago,George Harrison,George Harrison,All Those Years Ago George Harrison,"I'm shouting all about love
While they treated you like a dog
When you were the one who had made it so clear
All those years ago

I'm talking all about how to give
They don't act with much honesty
But you point the way to the truth when you say
All you need is love

Living with good and bad
I always looked up to you
Now we're left cold and sad
By someone, the devil's best friend
Someone who offended all

We're living in a bad dream
They've forgotten all about mankind
And you were the one they backed up to the wall
All those years ago
You were the one who imagined it all
All those years ago

[Solo]

[Hook]
All those years ago [x2]

[Verse 2]
Deep in the darkest night
I send out a prayer to you
Now in the world of light
Where the spirit free of the lies
And all else that we despised

They've forgotten all about God
He's the only reason we exist
Yet you were the one that they said was so weird
All those years ago
You said it all, though not many had ears
All those years ago
You had control of our smiles and our tears
All those years ago

[Hook]"
1975,Step By Step,Eddie Rabbitt,Eddie Rabbitt,Step By Step Eddie Rabbitt,"She seems a million miles away
When she walks by you don't know what to say
You gonna make a move, you better make it now
Don't be afraid, cause love will show you how

You take that first step
Ask her out and treat her like a lady
Second step
Tell her she's the one you're dreaming of
Third step
Take her in your arms and never let her go
Don't you know step by step
Step by step
You'll win her love

She looks too beautiful to touch
But your heart keeps talking to you now
Don't give up
You think you see something in her eye
But you will never know until you try

But you gotta take that first step
Ask her out and treat her like a lady
Second step
Tell her she's the one you're dreaming of
Third step
Take her in your arms and never let her go
Don't you know that step by step
Step by step
You'll win her love

Second step . .
Third step . .
Don't you know step by step
Step by step

First step
Ask her out and treat her like a lady
Second step
Tell her she's the one you're dreaming of
Third step
Take her in your arms and never let her go
Don't you know that step by step
Step by step
You'll win her love

Second step . .
Third step . .
Don't you know step by step
Step by step

First step
Ask her out and treat her like a lady
Second step
Tell her she's the one you're dreaming of
Third step
Take her in your arms and never let her go
Don't you know that step by step
Step by step
You'll win her love"
1976,The Stroke,Billy Squier,Billy Squier,The Stroke Billy Squier,"Now everybody - have you heard
If you're in the game, then the stroke's the word
Don't take no rhythm - don't take no style
Got a thirst for killing - grab your vile

You put your right hand out - give a firm hand-shake
Talk to me about the one big break
Spread the ear pollution both far and wide
Keep your contributions by your side and stroke me, stroke me

Could be a winner boy, you move quite well
You got your number down
Say you're a winner but man you're just a sinner now

You put your left foot out - keep it all in place
Work your way right into my case
First you try to bed me - you make my backbone slide
But when you find you bled me - skip on by
Keep on - stroke me, stroke me -

Give me the business all night long
You're so together boy
Say you're a winner but man you're just a sinner now

Better listen now...said it ain't no joke
Let your conscience fail ya...just do the stroke
Don'tcha take no chances...keep your eye on top
Do your fancy dances...you can't stop, you just"
1977,Feels So Right,Alabama,Alabama,Feels So Right Alabama,"[Verse 1]
Whisper to me softly
Breathe words upon my skin
No one's near and listening
So please don't say goodbye

[Chorus]
Just hold me close and love me
Press your lips to mine
Mmm, feels so right, feels so right

[Verse 2]
Lying here beside you
I hear the echoes of your sighs
Promise me you'll stay with me
And keep me warm tonight

[Chorus]

[Verse 3]
Your body feels so gentle
And my passion rises high
You're loving me so easy
Your wish is my command

[Chorus]"
1978,Sweet Baby,George Duke & Stanley Clarke,George Duke,Sweet Baby George Duke,"When I think about your lovin', the Sunday evenings
The fun we use to share
Looking through the memories in my mind
Since I've laughed and cried and thought it over
Now I realize that it's never over only set aside

Oh it's you sweet baby
I will never be free from your embrace, sweet baby
Only hopin' it's not too late to try again
It's you sweet baby
Ever lost and captured by your smile, sweet baby
I will always be right there by your side, right by your side

Lyin' here alone I'm dreamin', my mind keeps wanderin'
My thoughts are only you
Wanderin' through the memories in my mind
How could love so real have turned so empty
I just keep wanderin' why
Will I ever find the love we share together you and I

Oh, it's you sweet baby
Though we've had such a long hard road to climb, sweet baby
Only hopin' it's not too late to try again
It's you, sweet baby
Won't you try and believe in what I say?, sweet baby
I will always be right there by your side, right by your side

Oh it's you sweet baby
I will never be free from your embrace, sweet baby
Only hopin' it's not too late to try again
It's you sweet baby
Ever lost and captured by your smile, sweet baby
I will always be right there by your side, right by your side"
1979,Same Old Lang Syne,Dan Fogelberg,Dan Fogelberg,Same Old Lang Syne Dan Fogelberg,"Met my old lover in the grocery store
The snow was falling Christmas Eve
I stole behind her in the frozen foods
And I touched her on the sleeve

She didn't recognize the face at first
But then her eyes flew open wide
She went to hug me and she spilled her purse
And we laughed until we cried

We took her groceries to the checkout stand
The food was totaled up and bagged
We stood there lost in our embarrassment
As the conversation dragged

Went to have ourselves a drink or two
But couldn't find an open bar
We bought a six-pack at the liquor store
And we drank it in her car

We drank a toast to innocence
We drank a toast to now
And tried to reach beyond the emptiness
But neither one knew how

She said she'd married her an architect
Who kept her warm and safe and dry
She would have liked to say she loved the man
But she didn't like to lie

I said the years had been a friend to her
And that her eyes were still as blue
But in those eyes I wasn't sure if I
Saw doubt or gratitude

She said she saw me in the record stores
And that I must be doing well
I said the audience was heavenly
But the traveling was hell

We drank a toast to innocence
We drank a toast to now
And tried to reach beyond the emptiness
But neither one knew how

We drank a toast to innocence
We drank a toast to time
Reliving in our eloquence
Another 'auld lang syne'

The beer was empty and our tongues were tired
And running out of things to say
She gave a kiss to me as I got out
And I watched her drive away

Just for a moment I was back at school
And felt that old familiar pain
And as I turned to make my way back home
The snow turned into rain"
1980,Cool Love,Pablo Cruise,Pablo Cruise,Cool Love Pablo Cruise,"A room full of faceless strangers
Here I am again
Suddenly, my eyes meet yours
Looks like I found a friend

Warms up as the night wears on
We`re both feelin' good
Gonna take it to the end
This time, we're gonna find out
Find out, find out
Just how good it is, yeah

It's a cool kinda love
It's like rain in the summertime
Coming down
Yes, it's a cool kinda love
And cool love, baby
That's what it`s all about

You don't have to say
You don't have to say a thing
It's just a feelin' that happens
And what that feelin' brings

Time ain't gonna change it
It ain't gonna take it away
It's gonna keep right on goin'
Every night and every day
Every night, every day
Hey-hey-heeeey, heeeeey-hey-yeah
(Cool kinda love)

Like rain in the summertime
Coming down, yeah
It's a cool kinda love
Yes, a cool love, baby
That's what it`s all about, alright

[Instrumental Interlude]

It's a cool kinda love
It's like rain in the summertime
Coming down, yeah
It's a cool kinda love
Yes, a cool love, baby
That's what it`s all about
It's a cool kinda love
You know it's a cool kinda love"
1981,Hold On Tight,Electric Light Orchestra,Electric Light,Hold On Tight Electric Light,"Hold on tight to your dream heyyy
Hold on tight to your dream
When you see your ship go sailing
When you feel your heart is breaking
Hold on tight to your dream hmmm

It's a long time to be gone ohhhh
Time just rolls on and on
When you need a shoulder to cry on
When you get so sick of trying
Hold on tight to your dream

[Chorus]
When you get so down that you can't get up
And you want so much but you're all out of luck
When you're so downhearted and misunderstood
Just over,and over,and over you could

Accroches-toi a ton reve
Accroches-toi a ton reve
Quand tu vois ton bateau partir
Quand tu sents -- ton coeur se briser
Accroches-toi a ton reve

[Chorus]

When you get so down that you can't get up
And you want so much but you're all out of luck
When you're so downhearted and misunderstood
Just over,and over,and over you could

Hold on tight to your dream heeyy
Hold on tight to your dream yeah
When you see the shadows falling
When you hear that cold wind calling
Hold on tight to your dream

Oh, yeah
Hold on tight to your dream
Yeah, hold on tight...
To your dream"
1982,It's Now or Never,John Schneider,John Schneider,It's Now or Never John Schneider,"Its now or never; Come hold me tight
Kiss me, my darlin; be mine tonight
Tomorrow will be too late
Its now or never; My love won't wait
When I first saw you with your smile so tender
My heart was captured; My soul surrendered
I've spent a life time waiting for the right time
Now that you're near the time is here at last
It's now or never; Come hold me tight
Kiss me, my darlin; be mine tonight
Tomorrow will be too late
It's now or never; My love won't wait
Just like a willow we could cry an ocean
If we lost true love and sweet devotion
Your lips excite me; Let your arms invite me
For who knows when we'll meet again this way
It's now or never; Come hold me tight
Kiss me, my darling; be mine tonight
Tomorrow will be too late
It's now or never; My love won't wait"
1983,Treat Me Right,Pat Benatar,Pat Benatar,Treat Me Right Pat Benatar,"You want me to leave
You want me to stay
You ask me to come back
You turn and walk away
You wanna be lovers
And you wanna be friends
I'm losing my patience
I'm nearing the end

One of these days
You're gonna reach out and find
The one that you count on
Has left you behind
Don't wanna be no martyr
You know what to stay
Oh mama baby before it's too late

Treat me right
Treat me right
Open your eyes
Maybe you'll see the light

So you think I'm a fool
Well you better think twice
I've had enough baby
It's time to realize
You can't have both ways
It's no way to live
You've done all the taking
It's your turn to give

One of these days
You're gonna reach out and find
The one that you count on
Has left you behind
Don't wanna be no martyr
You know what to stay
Oh mama baby before it's too late

Treat me right
Treat me right
Open your eyes
Maybe you'll see the light

Oh, treat me right

You want me to leave
You want me to stay
You ask me to come back
You turn and walk away
You wanna be lovers
And you wanna be friends
I'm losing my patience
I'm nearing the end

Treat me right
Treat me right
Open your eyes
Maybe you'll see the light

Oh treat me right
Treat me right..."
1984,Winning,Santana,Santana,Winning Santana,"One day I was on the ground
When I needed a hand
And it couldn't be found
I was so far down
That I couldn't get up
You know and
One day I was one of life's losers
Even my friends were my accusers
And in my head
Lost before I'd begun

I had a dream
But it turned to dust
What I thought was love
That must have been lust
I was living in style
When the walls fell in
When I played my hand
I looked like a joker
Turn around
Fate must have woke her
'Cause lady luck she was
Waiting outside the door

Chorus:
I'm winning
I'm winning
I'm winning
And I don't intend on losing again

Too bad it belonged to me
It was the wrong time
And not meant to be
It took a long time
And I knew for now
I can see the day
That I breathe for
Friends agree there's a need
To play the game
And to win again

Chorus:
(repeat first line 5x)
(repeat last line 4x)

Repeat Verse II

Chorus:
(repeat first line 5x)"
1985,What Kind of Fool,Barbra Streisand & Barry Gibb,Barbra Streisand,What Kind of Fool Barbra Streisand,"[Verse 1: Barbra Streisand]
There was a time when we were down and out
There was a place when we were starting over
We let the bough break
We let the heartache in
Who's sorry now

[Verse 2: John Legend]
There was a world when we were standing still
And for a moment we were separated
And then you found him
You let the stranger in
Who's sorry now
[Barbra Streisand & John Legend]
Who's sorry now

[Hook: Barbra Streisand & John Legend]
What, what kind of fool
Tears it apart
Leaving me pain and sorrow
Losing you now (Wonderin' why)
Where will I be tomorrow

[Verse 1: Barbra Streisand & John Legend]

[Hook: Barbra Streisand & John Legend]

[Bridge: Barbra Streisand & John Legend]
Was there a moment when I cut you down
Played around
What have I done
I only apologize
For being as they say, the last to know
It has to show
When someone is in your eyes

[Outro: Barbra Streisand & John Legend]
What, what kind of fool (Oh what kind of fool)
Tears it apart
Leaving me pain and sorrow
(What, what kind of fool)
How can I win
Where will I be tomorrow
Why, why
Why, why
Don't leave me baby
Where will I go, where will you be
What have I done
Oh where will I be
So tell me why, why, why
What kind of fool"
1986,Watching the Wheels,John Lennon,John Lennon,Watching the Wheels John Lennon,"[Verse 1]
People say I'm crazy doing what I'm doing
Well they give me all kinds of warnings to save me from ruin
When I say that I'm okay they look at me kind of strange
Surely you're not happy now you no longer play the game
People say I'm lazy dreaming my life away
Well they give me all kinds of advice designed to enlighten me
When I tell that I'm doing fine watching shadows on the wall
Don't you miss the big time boy you're no longer on the ball

[Chorus]
I'm just sitting here watching the wheels go round and round
I really love to watch them roll
No longer riding on the merry-go-round
I just had to let it go

[Verse 2]
People asking questions lost in confusion
Well I tell them there's no problem
Only solutions
Well they shake their heads and they look at me
As if I've lost my mind
I tell them there's no hurry
I'm just sitting here doing time

[Chorus]
I'm just sitting here watching the wheels go round and round
I really love to watch them roll
No longer riding on the merry-go-round
I just had to let it go"
1987,Tell It Like It Is,Heart,Heart,Tell It Like It Is Heart,"If you want something to play with
Go and find yourself a toy
Baby my time is too expensive
And I'm not your little boy

If you are serious
Don't play with my heart it makes me furious
But if you want me to love you
Then baby I will, girl you know I will

Tell it like it is
Don't be ashamed, let your conscience be your guide
But ooh now deep down inside me, i believe you love me
Forget your foolish pride

Life is too short to have sorrow
You may be here today and gone tomorrow
You might as well get what you want
So go on and live, baby go on and live

Tell it like it is
Have nothing to play with go find yourself a toy
But ooh, deep down deep inside me I belive you love me
Forget your foolish pride

If you are serious
Don't play, don't play with my heart it makes me furious
But if you want me to love you then baby i will, you know i will

Tell it like it is
My time is too expensive
And I'm not your little boy anymore

Tell it like it is
Don't be ashamed let you conscience be your guide"
1988,Smoky Mountain Rain,Ronnie Milsap,Ronnie Milsap,Smoky Mountain Rain Ronnie Milsap,"[Verse 1:]
I thumbed my way
From LA back to Knoxville
I found out those bright lights
Ain't where I belong

From a phone booth in the rain
I called to tell her
I've had a change of dreams
I'm coming home
But tears filled my eyes
When I found out she was gone

[Chorus:]
Smoky Mountain rain
Keeps on falling
I keep on calling her name

Smoky Mountain rain
I'll keep on searching
I can't go on hurting this way
She's somewhere in the Smokey Mountain rain

[Verse 2:]
I waved a diesel down outside a cafe
He said that he was going
As far as Gatlinburg
I climbed up in the cab
All wet and cold and lonely

I wiped my eyes
And told him about her
I've got to find her
Can you make these big wheels burn?

[Repeat Chorus:]

[Bridge:]
I can't blame her for letting go
A woman needs someone warm to hold
I feel the rain running down my face
I'll find her no matter what it takes

[Repeat Chorus:]"
1989,I Made It Through the Rain,Barry Manilow,Barry Manilow,I Made It Through the Rain Barry Manilow,"We dreamers have our ways
Of facing rainy days
And somehow we survive

We keep the feelings warm
Protect them from the storm
Until our time arrives

Then one day the sun appears
And we come shining through those lonely years

I made it through the rain
I kept my world protected
I made it throught the rain
I kept my point of view
I made it through the rain
And found myself respected
By the others who
Got rained on too
And made it through

When friends are hard to find
And life seems so unkind
Sometimes you feel afraid

Just aim beyond the clouds
And rise above the crowds
And start your own parade

Cause when I chased my fears away
That's when I knew that I could finally say

I made it through the rain
I kept my world protected
I made it throught the rain
I kept my point of view
I made it through the rain
And found myself respected
By the others who
Got rained on too
And made it through...

REPEAT CHORUS"
1990,You've Lost That Lovin' Feelin',Hall & Oates,Hall &,You've Lost That Lovin' Feelin' Hall &,"You never close your eyes anymore when I kiss your lips
And there's no tenderness like before in your fingertips
You're trying hard not to show it (baby)
But baby, baby I know it
You've Lost That Lovin' Feeling
Oh that Lovin' Feeling
You've Lost That Lovin' Feeling
Now it's gone gone gone oh oh oh

There's no welcome look in your eyes when I reach for you
And girl you're starting to criticize little things I do
Ooh, it makes me just feel like crying (baby)
'Cause baby something beautiful's dying
You've Lost That Lovin' Feeling
Oh that Lovin' Feeling
You've Lost That Lovin' Feeling
Not it's gone gone gone oh oh oh

Baby baby I get down on my knees for you
(Get down on my knees)
If you would only love me like you used to
(If you would only love me love me)
We had a love, a love that you don't find everyday
(A love you don't find)
So don't don't don't let it slip away (away)
I said baby

Baby
Baby
Baby
(I'm beggin you please) I'm begging you please
I need your love (I need your love)
I need your love
So bring it on back (bring it on back)
Now bring it on back
Now bring it on back

You've got to bring back that lovin' feeling
Oh that lovin' feeling
Bring back that lovin' feeling 'cause it's gone gone gone
And I can't go on oh oh oh

Bring back that lovin' feeling
Oh that lovin' feeling
Bring back that lovin' feeling 'cause it's gone gone gone
Bring back that lovin' feeling
Oh that lovin' feeling
Bring back that lovin' feeling 'cause it's gone gone gone
Bring back that lovin' feeling
Oh that lovin' feeling
Bring back that lovin' feeling 'cause it's gone gone gone"
1991,Suddenly,Olivia Newton-John & Cliff Richard,Olivia Newton-John,Suddenly Olivia Newton-John,"She walks in and I'm suddenly a hero
I'm taken in my hopes begin to rise
Look at me can't you tell I'd be so
Thrilled to see the message in your eyes
You make it seem I'm so close to my dream
And then suddenly it's all there

Suddenly the wheels are in motion
And I, I'm ready to sail any ocean
Suddenly I don't need the answers
Cause I, I'm ready to take all my chances with you

How can I feel you're all that matters
I'd rely on anything you say
I'll take care that no illusions shatter
If you dare to say what you should say
You make it seem I'm so close to my dream
And then suddenly it's all there

Suddenly the wheels are in motion
And I, I'm ready to sail any ocean
Suddenly I don't need the answers
Cause I, I'm ready to take all my chances with you

Why do I feel so alive when you're near
There's no way any hurt can get through
Longing to spend every moment of the day with you
With you

Suddenly the wheels are in motion
And I, I'm ready to sail any ocean
Suddenly I don't need the answers
Cause I, I'm ready to take all my chances with you"
1992,For Your Eyes Only,Sheena Easton,Sheena Easton,For Your Eyes Only Sheena Easton,"For your eyes only, can see me through the night
For your eyes only, I never need to hide
You can see so much in me
So much in me that's new
I never felt, until I looked at you

For your eyes only, only for you
You see what no one else can see
Now I'm breaking free
For your eyes only, only for you
The love I know you need in me
The fantasy you freed in me
Only for you, only for you

For your eyes only, the nights are never cold
You really know me, that's all I need to know
Maybe I'm an open book
Because I know you're mine
But you won't need to read between the lines

For your eyes only, only for you
You see what no one else can see
Now I'm breaking free
For your eyes only, only for you
The passions that collide in me
The wild abandoned side of me
Only for you, for your eyes only"
1993,The Beach Boys Medley,The Beach Boys,The Beach,The Beach Boys Medley The Beach,"I, I love the colorful clothes she wears
And the way the sunlight plays upon her hair
I hear the sound of a gentle word
On the wind that lifts her perfume through the air
I'm pickin' up good vibrations
She's giving me excitations
Good good good good vibrations
(Oom bop bop)
She's giving me excitations
(Oom bop bop excitations)
Good good good good vibrations

Help me Rhonda
Help, help me Rhonda
Help me Rhonda
Help, help me Rhonda
Help me Rhonda
Help, help me Rhonda
Help me Rhonda
Help, help me Rhonda
Help me Rhonda
Help, help me Rhonda
Help me Rhonda
Help, help me Rhonda
Help me Rhonda yeah
Get her out of my heart

We always take my car cause it's never been beat
And we've never missed yet with the girls we meet
None of the guys go steady cause it wouldn't be right
To leave their best girl home now on Saturday night
I get around
Get around round round I get around
From town to town
Get around round round I get around
I'm a real cool head
Get around round round I get around
I'm makin' real good bread
Get around round round I get around
I get around
Round
Ah ah ah ah ah ah ah ah
Round round get around
I get around
Yeah get around
Ahh ooo ooo

It happened on the strip where the road is wide
(Oooo rev it up now)
Two cool shorts standin' side by side
(Oooo rev it up now)
Yeah, my fuel injected Stingray and a four-thirteen
(Oooo rev it up now)
Revvin' up our engines and it sounds real mean
(Oooo rev it up now)
Tach it up, tach it up
Buddy gonna shut you down

Come on (surfin') baby wait and see (surfin' safari)
Yes I'm gonna (surfin') take you surfin' (surfin' safari)with me
Come along (surfin') baby wait and see (surfin' safari)
Yes I'm gonna (surfin') take you surfin' (surfin' safari)with me
Let's go surfin' now
Everybody's learning how
Come on and safari with me

Bar bar bar bar Barbar Ann
Bar bar bar bar Barbar Ann
Oh Barbara Ann take my hand
(Bar bar bar bar Barbar Ann)
Barbara Ann
(Bar bar bar bar Barbar Ann)
You got me rockin' and a rollin'
Rockin' and a reelin' Barbara Ann
Bar bar bar bar Barbar Ann
Let's go now

If everybody had an ocean
Across the U.S.A
Then everybody'd be surfin'
Like Californi-a
You'd seem 'em wearing their baggies
Huarachi sandals too
A bushy bushy blonde hairdo
Surfin' U.S.A

Well she got her daddy's car
And she cruised through the hamburger stand now
Seems she forgot all about the library
Like she told her old man now
And with the radio blasting
Goes cruising just as fast as she can now
And she'll have fun fun fun
'Til her daddy took the T-Bird away
(Fun fun fun now that daddy took the T-Bird away)
Ooo-wee ooo-weeoo
(Fun fun fun now that daddy took the T-Bird away)
Ooo-wee ooo-weeoo
(Fun fun fun now that daddy took the T-Bird away)"
1994,Whip It,Devo,Devo,Whip It Devo,"Crack that whip
Give the past a slip
Step on a crack
Break your momma's back

When a problem comes along
You must whip it
Before the cream sets out too long
You must whip it
When something's going wrong
You must whip it

Now whip it
Into shape
Shape it up
Get straight
Go forward
Move ahead
Try to detect it
It's not too late
To whip it
Whip it good

When a good time turns around
You must whip it
You will never live it down
Unless you whip it
No one gets away
Until they whip it

I say whip it
Whip it good
I say whip it
Whip it good

Crack that whip
Give the past a slip
Step on a crack
Break your momma's back

When a problem comes along
You must whip it
Before the cream sets out too long
You must whip it
When something's going wrong
You must whip it

Now whip it
Into shape
Shape it up
Get straight
Go forward
Move ahead
Try to detect it
It's not too late
To whip it
Into shape
Shape it up
Get straight
Go forward
Move ahead
Try to detect it
It's not too late
To whip it
Well, whip it good"
1995,Modern Girl,Sheena Easton,Sheena Easton,Modern Girl Sheena Easton,"He wakes and says hello, turns on the breakfast show
She fixes coffee while he takes a shower
Hey that was great, he said, I wish we could stay in bed
But I got to be at work in less than an hour
She manages a smile as he walks out the door
She's a modern girl who's been though this movie before

Chorus:
She don't build her world 'round no single man
But she's gettin' by, doin' what she can
She is free to be, what she wants to be
'N all what she wants to be, is a modern girl
Na na na na na, na na na na na, na na na na na, she's a modern girl

It looks like rain again, she takes a train again
She's on her way again through London town
Where she keeps a tangerine, flicks through a magazine
Until it's time to leave her dreams on the underground
She walks to the office like everyone else
An independent lady, takin' care of herself

Chorus

She's been dreaming 'bout it all day long
As soon as she gets home, it's him on the telephone
He asks her to dinner, she says I'm not free
Tonight I'm going to stay at home and watch my TV

I don't build my world 'round no single man
But I'm gettin' by, doin' what I can
I am free to be, what I want to be
'N all what I want to be, is a modern girl

Na na na na na, na na na na na, na na na na na, she's a modern girl
Na na na na na, na na na na na, na na na na na, she's a modern girl
(repeats out)"
1996,Really Wanna Know You,Gary Wright,Gary Wright,Really Wanna Know You Gary Wright,"I don't mind being lonely
What I do mind if not being loved
Maybe you're feeling the same way too
You're ready to hold someone

I really wanna know you
I really wanna show you the way I feel
I really wanna know you
I really wanna show you the way I feel

Something about you is tells me
We're coming from the very same place
It's only just a notion I have
I see it written over your face

I really wanna know you
I really wanna show you the way I feel
I really wanna know you
I really wanna show you the way I feel, yeah, hey

You've got something about you that I want around me
Something I've been searching my whole life through
So now it's up to you, yeah, yeah
Tell me what you're gonna do
I wanna know yeah, yeah, yeah

Every time I see you
It's the same thing all over again
You're doing something to me it's true
And I don't want the feelin' to end

I really wanna know you
I really wanna show you the way I feel
I really wanna know you
I really wanna show you the way I feel, yeah, hey

You've got something about you that I want around me
Something I've been searching my whole life through
So now it's up to you, yeah, yeah
Tell me what you're gonna do
I wanna know yeah, yeah, yeah

I really wanna know you
I really wanna show you the way I feel
I really wanna know you
I really wanna show you the way I feel, yeah, hey

I really know, know, know you
I really show, show, show, you
I really know you
I really show you the way I feel"
1997,Seven Year Ache,Rosanne Cash,Rosanne Cash,Seven Year Ache Rosanne Cash,"[Verse 1]
You act like you were just born tonight
Face down in a memory but feeling all right
So who does your past belong to today?
Baby, you don't say nothing when you're feeling this way
The girls in the bars thinking, ""who is this guy?""
But they don't think nothing when they're telling you lies
You look so careless when they're shooting that bull
Don't you know heartaches are heroes when their pockets are full

[Chorus]
Tell me you're trying to cure a seven-year ache
See what else your old heart can take
The boys say, ""when is he gonna give us some room""
The girls say, ""God I hope he comes back soon""

[Verse 2]
Everybody's talking but you don't hear a thing
You're still uptown on your downhill swing
Boulevard's empty, why don't you come around?
Baby, what is so great about sleeping downtown?
Splitting your dice to be someone you're not
You say you're looking for something you might've forgot
Don't bother calling to say you're leaving alone
Cause there's a fool on every corner when you're trying to get home

[Chorus X2]"
1998,I'm Coming Out,Diana Ross,Diana Ross,I'm Coming Out Diana Ross,"[Intro]
I'm coming out
I'm coming
I'm coming out
I'm coming out
I'm coming out
I'm coming out

[Hook]
I'm coming out
I want the world to know
Got to let it show
I'm coming out
I want the world to know
I got to let it show

[Verse 1]
There's a new me coming out
And I just had to live
And I wanna give
I'm completely positive
I think this time around
I am gonna do it
Like you never knew it
Ooh, I'll make it through
The time has come for me
To break out of this shell
I have to shout
That I am coming out

[Hook]
I'm coming out
I want the world to know
I got to let it show
I'm coming out
I want the world to know
I got to let it show

I'm coming out
I want the world to know
I got to let it show(I'm coming)
I'm coming out
I want the world to know
I got to let it show

[Verse 2]
I've got to show the world
All that I wanna be
And all my abillities
There's so much more to me
Somehow, I have to make them
Just understand
I got it well in hand
And, oh, how I've planned
I'm spreadin' love
There is no need to fear
And I just feel so good
Everytime I hear

[Hook]
I'm coming out
I want the world to know
I got to let it show
I'm coming out
I want the world to know
I got to let it show(I'm coming)

I'm coming out
I want the world to know
I got to let it show
I'm coming out
I want the world to know
I got to let it show

[Outro]
I'm coming out
I want the world to know
Got to let it show....
I'm coming out
I want the world to know
Got to let it show
I'm coming out
I want the world to know
Got to let it show
I'm coming out
I want the world to know
Got to let it show
I'm coming out
I want the world to know
Got to let it show
I'm coming out
I want the world to know
Got to let it show
I'm, I'm coming out

I have to show, that I'm coming out
I want the world to know
Got to let it show
I'm coming, I'm coming out"
1999,Miss Sun,Boz Scaggs,Boz Scaggs,Miss Sun Boz Scaggs,"Been thinking 'bout you all night
Guess you got me in your spell
But I think that I'll be allright
Even if I don't get well....

Hey, Miss Sun
What could I say
I tried to hold you but the moon got in the way
It won't be long before the morning has you back in my arms....

I can still remember
What you told me with your eyes
One kiss
Now it's down to this
Guess it's time you realize

Hey, Miss Sun, what could I say
I tried to hold you but the moon
Got in the way
It won't be long before the morning has you back in my arms
Has you back in my arms.....

Hey, Miss Sun
What could I say
I tried to hold you but the moon got in the way
It won't be long before the morning
Has you back in my arms
In my arms..... ooh.... ooh.... ah.... ah....ahh
Yeah..... yeah, yeah ,yeah

Hey , Miss Sun
What could I say
I tried to hold you but the moon got in my way
It won't be long before the morning has you back in my arms....

One kiss is what I need.....
One kiss.... give it to me......
It won't be long until the morning has you......
Won't be long until the morning has you back in my arms......

One kiss....I realize
One kiss....I can see it in your eyes

Oh, it won't be long before the morning has you back in my arms....."
2000,Time Is Time,Andy Gibb,Andy Gibb,Time Is Time Andy Gibb,"Time it goes on waits for nobody special
In the prime of my life I'll remember you
Living and breathing and some misbelieving
But I can't hold you woman, no piece of you
You were the magic , my only believer
My life on the line for you
All that I give to you
Time is time
Don't give me no time to waste away
Love is love
Keep me alive to my dying day
Now is now
We capture the world
And love will make it all right, all right

Time it goes on waits for nothing on over
But I still see your sun that you shine on me
Giving and taking and always mistaking
But I'll follow you woman , eternally
You were the magic , my only believer
My life on the line for you
All that I give to you
Time is time
Don't give me no time to waste away
Love is love
Keep me alive to my dying day
Now is now
We capture the world
And love will make it all right , all right

Setting my sights in one only direction
Searching for romance and showing affection
I guess I better know one, standing in the cold dark
Waiting for your love

Time is time
Don't give me no wrong in making love
Love is love, turn me around till you burn me up
Now is now, we master the world
And time will make it all right, all right

Time is time
Don't give me no wrong in making love
Love is love, turn me around till you burn me up
Now is now, we master the world
And time will make it all right, all right

Time is time
Don't give me no wrong in making love
Love is love, turn me around till you burn me up
Now is now, we master the world
And time will make it all right, all right

Time is time
Don't give me no wrong in making love
Love is love, turn me around till you burn me up
Now is now, we master the world
And time will make it all right, all right"
