,Song,Artist,artist_trunc,search_term,lyrics_raw
2996,Sk8er Boi,Avril Lavigne,Avril Lavigne,Sk8er Boi Avril Lavigne,"[Verse 1]
He was a boy, she was a girl
Can I make it anymore obvious?
He was a punk, she did ballet
What more can I say?
He wanted her, she'd never tell
But secretly she wanted him as well
But all of her friends stuck up their nose
They had a problem with his baggy clothes

[Chorus 1]
He was a skater boy, she said ""see you later, boy""
He wasn't good enough for her
She had a pretty face, but her head was up in space
She needed to come back down to earth

[Verse 2]
Five years from now, she sits at home
Feeding the baby, she's all alone
She turns on TV, guess who she sees
Skater boy rocking up MTV
She calls up her friends, they already know
And they've all got tickets to see his show
She tags along, stands in the crowd
Looks up at the man that she turned down

[Chorus 2]
He was a skater boy, she said ""see you later, boy""
He wasn't good enough for her
Now he's a superstar, slamming on his guitar
Does your pretty face see what he's worth?

He was a skater boy, she said ""see you later, boy""
He wasn't good enough for her
Now he's a superstar, slamming on his guitar
Does your pretty face see what he's worth?

[Bridge]
Sorry, girl, but you missed out
Well, tough luck, that boy's mine now
We are more than just good friends
This is how the story ends
Too bad that you couldn't see
See the man that boy could be
There is more than meets the eye
I see the soul that is inside

[Verse 3]
He's just a boy and I'm just a girl
Can I make it anymore obvious?
We are in love, haven't you heard
How we rock each other's world?

[Chorus 3]
I'm with the skater boy, I said ""see you later, boy""
I'll be backstage after the show
I'll be at a studio, singing the song we wrote
About a girl you used to know

I'm with the skater boy, I said ""see you later, boy""
I'll be backstage after the show
I'll be at a studio, singing the song we wrote
About a girl you used to know"
2997,Long Time Gone,Dixie Chicks,Dixie Chicks,Long Time Gone Dixie Chicks,"[Verse 1]
Daddy sits on a front porch swinging
Looking out on a vacant field
Used to be filled with burley t'bacca
Now he knows it never will
My Brothers found work in Indiana
M' Sisters a nurse at the old folks home
Mama still cooking too much for supper
And me I’ve been a long time gone

[Chorus]
Been a long time gone
No, I ain't hoed a row since I don't know when
Long time gone
And it ain't coming back again

[Verse 2]
Deliah plays that ol' church pian'a
Sitting out on her daddy’s farm
She always thought that we'd be together
Lord I never meant to do her harm
Said she could hear me singin' in the choir
Me, I heard another song
I caught wind and hit the road runnin'
And Lord, I've been a long time gone

[Chorus]

[Bridge]
Now me, I went to Nashville
Tryin' to beat the big deal
Playin' down on Broadway
Gettin' there the hard way
Living from a tip jar
Sleeping in my car
Hocking my guitar
Yeah I’m gonna be a star

[Verse 3]
Now, me and Deliah singing every Sunday
Watching the children and the garden grow
We listen to the radio to hear what's cookin’
But the music ain't got no soul
Now they sound tired but they don't sound Haggard
They've got money but they don't have Cash
They got Junior but they don't have Hank
I think, I think, I think

[Outro]
The rest is a long time gone
No, I ain't hit the roof since I don’t know when
Long time gone
And it ain't coming back
I said a long time gone
No, I ain't honked the horn since I don’t know when
Long time gone
And it ain't coming back again
I said a long time, long time, long time gone
Well it’s been a long time
Long time, long time, long time gone
Oh, it's been a long time gone
Long time, long time, long time gone
Yeah yeah"
2998,Where Were You (When the World Stopped Turning),Alan Jackson,Alan Jackson,Where Were You (When the World Stopped Turning) Alan Jackson,"[Verse 1: Drake]
I have to watch the road
I swear that every car that passes has you in it
I can’t believe we’re finished
My life is movin’ fast
The time will often pass
And something will remind me
I can’t put this behind me
I thought you would’ve called by now, by now
You could’ve had my all by now, by now
It’s been too many years for you to disappear
And have me asking the question

[Hook: Colin Munroe]
I wonder whatever became of you
Although, It's not that I'm surprised, It's not I didn't try
It's not that I was frightened, of you
Although, I said all goodbyes
And, you had all your cries
I wonder whatever became of you
I wonder whatever became of you
I wonder whatever became of you

[Verse 2: Dawn Richard]
I swear I heard you call
But when I heard you'd gone
I hate that I looked desperate
You gone is like me naked
I'm steering not to crash
Trying to make it last
Keep looking close behind me
My eyesight on a memory
I thought you would’ve called by now, by now
You could have all my love right now, by now
Gave into my fears
While you just disappeared
That's why I'm asking this question...

[Hook]
I wonder whatever became of you
Although, It's not that I'm surprised, It's not I didn't try
It's not that I was frightened, of you
Although, I said all goodbyes
And, you had all your cries
I wonder whatever became of you
I wonder whatever became of you
I wonder whatever became of you

[Verse 3: Drake]
I can't go to bed
I'm thinking about my goals
And how we used to say a goal is just a dream with a deadline
Where did the other half of my heart go?
Why am I in bed alone?
How come when I drive by, it looks like you are never home?
Do you even live there?
Or did you take a U-Haul?
Too far, move off and not even tell me that you're gone?
We were on fire
Somehow that fire cooled off, burnt out
I kept straight, but I wonder how you turned out

[Hook]
I wonder whatever became of you
Although, It's not that I'm surprised, It's not I didn't try
It's not that I was frightened, of you
Although, I said all goodbyes
And, you had all your cries
I wonder whatever became of you
I wonder whatever became of you
I wonder whatever became of you"
2999,Like I Love You,Justin Timberlake,Justin Timberlake,Like I Love You Justin Timberlake,"[Produced by The Neptunes]

[Intro: Justin Timberlake]
Just something about you...
Way I'm lookin' at you whatever
You keep lookin' at me...
You gettin' scared now, right?
Don't feel me baby, it's just Justin
It feel good right?...
Listen

[Verse 1: Justin Timberlake]
I kind of noticed, something wasn't right
From your colorful face
It's kind of weird to me
Since you're so fine
If it's up to me your face will change

[Pre-Hook: Justin Timberlake]
If you smile then that should set the tone
Just be limber
And if you let go the music should groove your bones
Just remember
Sing this song with me

[Hook: Justin Timberlake]
Ain't nobody love you like I love you
You're a good girl and that's what makes me trust ya (hey!)
Late at night I talk to you
You will know the difference when I touch you

[Verse 2: Justin Timberlake]
See people are so phony
Nosy cause they're lonely
Aren't you sick of the same thing?
They say so and so was dating
Love you or they're hatin'
When it doesn't matter anyway
Cause we're here tonight

[Pre-Hook: Justin Timberlake]
If you smile then that should set the tone
Just be limber, baby
And if you let go the music should groove your bones
Baby just remember
Sing this song with me

[Hook: Justin Timberlake]
Ain't nobody love you like I love you
You're a good girl and that's what makes me trust ya (hey!)
Late at night I talk to you
You will know the difference when I touch you

[Verse 3: Justin Timberlake]
Yeah, you know I can make ya happy
I could change your life
If you give me that chance to be your man
I won't let you down baby
If you give me that chance to be your man
Here baby, put on my jacket
And then ...

[Bridge: Justin Timberlake]
Maybe we'll fly the night away (I just wanna love you baby)
Girl (Yeah, yeah, yeah)
Maybe we'll fly the night away (I just wanna love you baby)
Girl

[Verse 4: Pusha T]
Ma, what chu wanna do?
I'm in front of you
Grab a friend see, I can have fun with two
Or me and you put on a stage show
In the mall kids ask ""how the chain glow?""
Point to her they say, ""wow, it's the same glow""
Point to me I say, ""yeah, it's the same dough""
We the same type, you my a alike
You have me sleepin in the same bed every night

[Verse 5: Malice]
Go ride wit me you deservin' the best
Take a few shots let it burn in your chest
We could ride down pumpin N.E.R.D. in the deck
Funny how a few words turn into sex
Play number 3, joint called ""Brain"" (I just love your... Brain)
Ma, took a hint, make me swerve in the lane
The name Malicious and I burn every track
Clipse and J. Timberlake - now how heavy is that?

[Bridge: Justin Timberlake]
Maybe we'll fly the night away (I just wanna love you baby)
Girl (Yeah, yeah, yeah)
Maybe we'll fly the night away (I just wanna love you baby)
Girl

[Hook: Justin Timberlake]
Ain't nobody love you like I love you
You're a good girl and that's what makes me trust ya (hey!)
Late at night I talk to you
You will know the difference when I...

[Outro: Justin Timberlake]
Break it down
You know, I used to dream about this when I was a little boy
I never thought it would end up this way, drums (hey!)
It's kind of special right? yeah...
You know, you think about it
Sometimes people, just destined
Destined to do what they do
And that's what it is
Now everybody dance..."
3000,I Do!!,Toya,Toya,I Do!! Toya,"[Verse 1:]
He was a six foot stallion
Said a storybook thug
He was the kind
That made you wonder how he put down the love

He had a hickey in his pocket
A phat rock in his ear
He made my heart stop pulpitating
Every time he came near

He has a spanking new Range for that tight wardrobe
His pants was saggin
He was plaided
And his head was cornrows

He has his wrists bling-blinging
And his long legs was bow
He tried to push up on me
But I knew he had me at go

[Chorus x2:]
I do
I wonder if you feel the same way I do
I can see it in your eyes
I entice you

So come on, shorty
If you think you can roll
With an iced out playa
Balling out of control

[Verse 2:]
Me and my crew started grooving
Made our way to the floor
It's time to activate my plan
And give this hottie a show

I shook my hips
Took a dip
Roll my tongue 'cross my lips

And when he took his place to dance wit me
I felt fingertips on the small of my back
So I had to react like I was playing hard to get
And told that boy to step back

But when I looked deep in his eyes
All I could see was his soul
I'm 'bout to make this guy my man
That I can tell you
Fa 'sho

[Repeat Chorus:]

[Bridge x2:]
Watch me
Drop, drop
Shake it
For the fellas who know

Watch me pop
Pop my hips
As I dip and roll

Watch me stop
Stop traffic as I walk through the room
Knowing all the papi's want me
But all I want is you

[Repeat Chorus x4:]"
3001,Bad Day,Daniel Powter,Daniel Powter,Bad Day Daniel Powter,"[Verse 1]
Where is the moment we needed the most?
You kick up the leaves and the magic is lost
They tell me your blue skies fade to gray
They tell me your passion's gone away
And I don't need no carryin' on

[Verse 2]
You stand in the line just to hit a new low
You're faking a smile with the coffee to go
You tell me your life's been way off line
You're falling to pieces every time
And I don't need no carryin' on

[Chorus]
Because you had a bad day
You're taking one down
You sing a sad song just to turn it around
You say you don't know
You tell me don't lie
You work at a smile and you go for a ride
You had a bad day
The camera don't lie
You're coming back down and you really don't mind
You had a bad day
You had a bad day

[Bridge]
Will you need a blue sky holiday?
The point is they laugh at what you say
And I don't need no carryin' on

[Chorus]
You had a bad day
You're taking one down
You sing a sad song just to turn it around
You say you don't know
You tell me don't lie
You work at a smile and you go for a ride
You had a bad day
The camera don't lie
You're coming back down and you really don't mind
You had a bad day
(Ooh a holiday)

[Bridge]
Sometimes the system goes on the blink
And the whole thing turns out wrong
You might not make it back and you know
That you could be well oh that strong
And I'm not wrong
(Yeah, yeah, yeah, yeah, yeah)

[Bridge]
So where is the passion when you need it the most?
Oh you and I
You kick up the leaves and the magic is lost

[Chorus]
Cause you had a bad day
You're taking one down
You sing a sad song just to turn it around
You say you don't know
You tell me don't lie
You work at a smile and you go for a ride
You had a bad day
You've seen what you're like
And how does it feel for one more time
You had a bad day
You had a bad day

[Outro]
Ah, yeah, yeah, yeah
Had a bad day (ah)
Had a bad day (ah, yeah, yeah, yeah)
Had a bad day (ah)"
3002,Temperature,Sean Paul,Sean Paul,Temperature Sean Paul,"[Intro]
The gyal dem Schillaci, Sean da Paul
So me give it to, so me give to, so me give it to, to all girls
Five million and forty naughty shorty
Baby girl, all my girls, all my girls, Sean da Paul say

[Hook]
Well, woman de way de time cold, I wanna be keepin' you warm
I got the right temperature fi shelter you fram the storm
Oh Lord, gyal, I got de right tactics to turn you on
And girl, I wanna be de Papa, you can be de Mom, oh, oh!

[Verse 1]
Mek I see de gyal dem bruk out 'pon de floor
Fram yuh don't want no worthless performer
Fram yuh don't want no man wey can't turn you on
Gyal, mek I see your hand dem up on ya
Can't tan 'pon it long, naw eat no yam
No steam fish, nor no green banana
But down in Jamaica, we give it to yuh hot like a sauna

[Hook]
Well, woman de way de time cold, I wanna be keepin' you warm
I got the right temperature fi shelter you fram the storm
Oh Lord, gyal, I got de right tactics to turn you on
And girl, I wanna be de Papa, you can be de Mom, oh, oh!

[Verse 2]
Bumper exposed and gyal, ya got your chest out
But yuh no wasters 'cause, gyal, ya impress out
And if ya des out a me, ya fi test out
'Cause I got the remedy fi make ya de-stress out
Me haffi flaunt it, become a God, bless out
And girl, if you want it, you haffi confess out
I no lie, weh we need, set speed, haffi test the mattress out

[Hook]
Well, woman de way de time cold, I wanna be keepin' you warm
I got the right temperature fi shelter you fram the storm
Oh Lord, gyal, I got de right tactics to turn you on
And girl, I wanna be de Papa, you can be de Mom, oh, oh!

[Verse 3]
Gyal, don't say me crazy now
This strange love it a no Brigitte and Flavor show
Time fi ma mek baby now
So stop, gwaan like you a actin' shady, yo
Woman, don't play, me know
'Cause I no Fred Sanford, not Grady, yo
My lovin' is the way to go, my lovin' is the way to go

[Hook]
Well, woman de way de time cold, I wanna be keepin' you warm
I got the right temperature fi shelter you fram the storm
Oh Lord, gyal, I got de right tactics to turn you on
And girl, I wanna be de Papa, you can be de Mom, oh, oh!

[Verse 4]
When yuh roll with a player like me
With a bredda like me, gyal, there is no other
No need to talk it right here
Just park it right here, keep it undercover
Fram me love how you fit inna yuh blouse
And yuh fat inna ya jeans and mi waan discover
Everything 'bout you, baby girl, can't you hear when me utter?

[Hook]
Well, woman de way de time cold, I wanna be keepin' you warm
I got the right temperature fi shelter you fram the storm
Oh Lord, gyal, I got de right tactics to turn you on
And girl, I wanna be de Papa, you can be de Mom, oh, oh!

[Bridge]
Callin' all wild out squadron, come report to duty
Sexy ladies with the beauty come shake dat booty! JA girls
Breakout, breakout, bruk wine
Breakout, breakout (Miami ladies)
Breakout, breakout, bruk wine
Breakout, breakout (NYC girls)
Breakout, breakout, bruk wine
Breakout, breakout (L.A. ladies)
Breakout, breakout, breakout
Breakout, breakout, bruk wine (Yo, yo)

[Verse 5]
Pass mi di nitro, mek mi get hype, yo
Gyal, de ya nuff, gimme one fi di night, yo
DJ, keep the mix dem tight, yo
Hennessy and Red Bull mek mi get psycho
Dirty dancin' cah we no polite, yo
Feel it a bounce on mi left and mi right, yo
Mek di girls get high like a kite, yo
One thing mi waan you do right now

[Outro]
Gyal move, what you waitin' for?
Waan fi see ten ton of phat gyal 'pon the dancefloor
Do your thing cah yuh know you're secure
Gyal just bruk out cah you hard to the core
Yo, move, what you waitin' for?
Waan fi see ten ton of phat gyal 'pon the dancefloor
Do your thing cah yuh know you're secure
Gyal just bruk out cah you hard to the core, yo!
Breakout, breakout"
3003,Promiscuous,Nelly Furtado featuring Timbaland,Nelly Furtado,Promiscuous Nelly Furtado,"[Intro: Nelly Furtado & Timbaland]
Am I throwing you off?
Nope
Didn't think so

[Verse 1: Nelly Furtado & Timbaland]
How you doing, young lady?
That feeling that you giving really drives me crazy
You don't have a player on the truck
I was at a loss of words first time that we spoke
You looking for a girl that'll treat you right
You looking for her in the daytime, with the light
You might be the type if I play my cards right
I'll find out by the end of the night
You expect me to just let you hit it
But will you still respect me if you get it
All I can do is try, gimme one chance
What's the problem, I don't see no ring on your hand
I'll be the first to admit it
I'm curious about you, you seem so innocent
You wanna' get in my world, get lost in it
Boy, I'm tired of running, let's walk for a minute

[Hook: Timbaland and Nelly Furtado]
Promiscuous girl, wherever you are
I'm all alone, and it's you that I want
Promiscuous boy, you already know
That I'm all yours, what you waiting for?
Promiscuous girl, you're teasing me
You know what I want, and I got what you need
Promiscuous boy, let's get to the point
Cause we're on a roll, you ready?

[Verse 2: Nelly Furtado & Timbaland]
Roses are red, some diamonds are blue
Chivalry is dead, but you're still kinda cute
Hey! I can't keep my mind off you
Where you at, do you mind if I come through?
I'm out of this world come with me to my planet
Get you on my level, do you think that you can handle it?
They call me Thomas, last name Crown
Recognize game, Imma' lay mine's down
I'm a big girl I can handle myself but if I get lonely I might need your help
Pay attention to me, I don't talk for my health
I want you on my team
So does everybody else
SHH! Baby we can keep it on the low
Let your guard down ain't nobody gotta know
If you with it girl I know a place we can go
What kind of girl do you take me for?

[Hook: Timbaland and Nelly Furtado]
Promiscuous girl, wherever you are
I'm all alone, and it's you that I want
Promiscuous boy, you already know
That I'm all yours, what you waiting for?
Promiscuous girl, you're teasing me
You know what I want, and I got what you need
Promiscuous boy, let's get to the point
Cause we're on a roll, you ready?

[Bridge: Timbaland & Nelly Furtado]
Don't be mad, don't get mean
Don't get mad, don't be mean
Hey! Don't be mad, don't get mean
Don't get mad, don't be mean

[Verse 3: Nelly Furtado & Timbaland]
Wait...I don't mean no harm
I can see you with my t-shirt on
I can see you with nothing on
Feeling on me before you bring that on
Bring that on?!
You know what I mean
Girl, I'm a freak you shouldn't say those things!
I'm only trying to get inside of your brain
To see if you can work me the way you say
It's okay, it's alright
I got something that you gon' like
Hey, is that the truth or are you talking trash?
Is your game M.V.P. like Steve Nash?

[Hook: Timbaland and Nelly Furtado]
Promiscuous girl, wherever you are
I'm all alone, and it's you that I want
Promiscuous boy, I'm callin ya' name
But you're driving me crazy, the way you're making me wait
Promiscuous girl, you're teasing me
You know what I want, and I got what you need
Promiscuous boy, we're one in the same
So we don't gotta play games no more"
3004,You're Beautiful,James Blunt,James Blunt,You're Beautiful James Blunt,"[Intro]
My life is brilliant

[Verse 1]
My life is brilliant, my love is pure
I saw an angel, of that I'm sure
She smiled at me on the subway
She was with another man
But I won't lose no sleep on that
'Cause I've got a plan

[Chorus]
You're beautiful, you're beautiful
You're beautiful, it's true
I saw your face, in a crowded place
And I don't know what to do
'Cause I'll never be with you

[Verse 2]
Yeah, she caught my eye, as we walked on by
She could see from my face that I was, fucking high
And I don't think that I'll see her again
But we shared a moment that will last 'til the end

[Chorus]
You're beautiful, you're beautiful
You're beautiful, it's true
I saw your face, in a crowded place
And I don't know what to do
'Cause I'll never be with you

[Outro]
You're beautiful, you're beautiful
You're beautiful, it's true
There must be an angel, with a smile on her face
When she thought up that I should be with you
But it's time to face the truth
I will never be with you"
3005,Hips Don't Lie,Shakira featuring Wyclef Jean,Shakira featuring,Hips Don't Lie Shakira featuring,"[Intro: Wyclef Jean]
Ladies up in here tonight
No fighting, no fighting
(We got the refugees up in here)
No fighting
Shakira, Shakira

[Hook 1a: Wyclef Jean]
I never really knew that she could dance like this
She make a man wanna speak Spanish
Cómo se llama, bonita, mi casa, su casa Shakira, Shakira

[Hook 1b: Shakira]
Oh baby, when you talk like that
You make a woman go mad
So be wise and keep on
Reading the signs of my body

[Hook 2: Shakira]
I'm on tonight, you know my hips don't lie
And I'm starting to feel it's right
All the attraction, the tension
Don't you see baby, this is perfection

[Verse 1: Wyclef Jean]
Hey girl, I can see your body moving
And it's driving me crazy
And I didn't have the slightest idea
Until I saw you dancing
And when you walk up on the dance floor
Nobody cannot ignore the way you move your body, girl
And everything so unexpected - the way you right and left it
So you can keep on shaking it

[Hook 1a: Wyclef Jean]
I never really knew that she could dance like this
She make a man wanna speak Spanish
Cómo se llama, bonita, mi casa, su casa Shakira, Shakira

[Hook 1b: Shakira]
Oh baby, when you talk like that
You make a woman go mad
So be wise and keep on
Reading the signs of my body

[Hook 2: Shakira]
I'm on tonight
You know my hips don't lie
And I'm starting to feel you boy
Come on let's go, real slow
Don't you see baby así es perfecto

[Hook 2: Shakira]
They know I'm on tonight, my hips don't lie
And I'm starting to feel it's right
All the attraction, the tension
Don't you see baby, this is perfection

[Verse 2: Shakira]
Oh boy, I can see your body moving
Half animal, half man
I don't, don't really know what I'm doing
But you seem to have a plan
My will and self restraint
Have come to fail now, fail now
See, I'm doing what I can, but I can't so you know
That's a bit too hard to explain

[Interlude: Wyclef Jean]
Baila en la calle de noche Baila en la calle de día
Baila en la calle de noche Baila en la calle de día

[Hook 1a: Wyclef Jean]
I never really knew that she could dance like this
She make a man wanna speak Spanish
Cómo se llama, bonita, mi casa, su casa Shakira, Shakira

[Hook 1b: Shakira]
Oh baby, when you talk like that
You know you got me hypnotized
So be wise and keep on
Reading the signs of my body

[Bridge: Wyclef Jean & Shakira]
Señorita, feel the conga
Let me see you move like you come from Colombia
Mira en Barranquilla se baila así, say it!
En Barranquilla se baila así

[Verse 3: Wyclef Jean]
Yeah, she's so sexy every man's fantasy
A refugee like me back with the Fugees from a third world country
I go back like when 'Pac carried crates for Humpty Humpty
We leave the whole club dizzy
Why the CIA wanna watch us? Colombians and Haitians
I ain't guilty, it's a musical transaction
Bo-bop-so-bop, no more do we snatch ropes
Refugees run the seas, 'cause we own our own boats

[Hook 2: Shakira]
I'm on tonight
My hips don't lie
And I'm starting to feel you boy
Come on let's go, real slow
Baby like this is perfecto

[Hook 2: Shakira]
Oh, you know I'm on tonight, my hips don't lie
And I'm starting to feel it's right
The attraction, the tension
Baby like this is perfection

[Outro: Wyclef Jean & Shakira]
No fighting, no fighting"
3006,Unwritten,Natasha Bedingfield,Natasha Bedingfield,Unwritten Natasha Bedingfield,"[Verse 1]
I am unwritten, can't read my mind, I'm undefined
I'm just beginning, the pen's in my hand
Ending unplanned

[Pre-Chorus]
Staring at the blank page before you
Open up the dirty window
Let the sun illuminate the words that you could not find
Reaching for something in the distance
So close you can almost taste it
Release your inhibitions

[Chorus]
Feel the rain on your skin
No one else can feel it for you
Only you can let it in
No one else, no one else
Can speak the words on your lips
Drench yourself in words unspoken
Live your life with arms wide open
Today is where your book begins
The rest is still unwritten

Oh, oh

[Verse 2]
I break tradition, sometimes my tries, are outside the lines
We've been conditioned to not make mistakes
But I can't live that way, no

[Pre-Chorus]
Staring at the blank page before you
Open up the dirty window
Let the sun illuminate the words that you could not find
Reaching for something in the distance
So close you can almost taste it
Release your inhibitions

[Chorus]
Feel the rain on your skin
No one else can feel it for you
Only you can let it in
No one else, no one else
Can speak the words on your lips
Drench yourself in words unspoken
Live your life with arms wide open
Today is where your book begins
Feel the rain on your skin
No one else can feel it for you
Only you can let it in
No one else, no one else
Can speak the words on your lips
Drench yourself in words unspoken
Live your life with arms wide open
Today is where your book begins
The rest is still unwritten

[Pre-Chorus]
Staring at the blank page before you
Open up the dirty window
Let the sun illuminate the words that you could not find
Reaching for something in the distance
So close you can almost taste it
Release your inhibitions

[Chorus]
Feel the rain on your skin
No one else can feel it for you
Only you can let it in
No one else, no one else
Can speak the words on your lips
Drench yourself in words unspoken
Live your life with arms wide open
Today is where your book begins
Feel the rain on your skin
No one else can feel it for you
Only you can let it in
No one else, no one else
Can speak the words on your lips
Drench yourself in words unspoken
Live your life with arms wide open
Today is where your book begins
The rest is still unwritten

[Outro]
The rest is still unwritten
The rest is still unwritten
The rest is still unwritten"
3007,Crazy,Gnarls Barkley,Gnarls Barkley,Crazy Gnarls Barkley,"[Verse 1]
I remember when—I remember, I remember when I lost my mind
There was something so pleasant about that place
Even your emotions had an echo and so much space
And when you're out there without care, yeah, I was out of touch
But it wasn't because I didn't know enough
I just knew too much

[Chorus]
Does that make me crazy?
Does that make me crazy?
Does that make me crazy?
Possibly

[Verse 2]
And I hope that you are having the time of your life
But think twice, that's my only advice
Come on now, who do you
Who do you, who do you, who do you think you are?
Ha, ha, ha, bless your soul
You really think you're in control?

[Chorus]
Well, I think you're crazy
I think you're crazy
I think you're crazy
Just like me

[Verse 3]
My heroes had the heart to lose their lives out on the limb
And all I remember is thinkin' I wanna be like them
Ever since I was little
Ever since I was little, it looked like fun
And it's no coincidence I've come
And I can die when I'm done

[Chorus]
But maybe I'm crazy
Maybe you're crazy
Maybe we're crazy
Probably"
3008,Ridin',Chamillionaire featuring Krayzie Bone,Chamillionaire featuring,Ridin' Chamillionaire featuring,"[Hook]
They see me rollin', they hatin'
Patrollin' and tryna catch me ridin' dirty
Tryna catch me ridin' dirty
My music's so loud, I'm swangin'
They hopin' that they gonna catch me ridin' dirty
Tryna catch me ridin' dirty

[Verse 1: Chamillionaire]
Grindin' to see if they can see me lean
I'm tint, so it ain't easy to be seen
Police see me ride by, they can see me gleam
And my shine on the deck and the TV screen
And ride with a new chick, she like, ""Hold up!""
Next to the PlayStation controller
It's a full clip in my pistola
Send a jacker into a coma
Girl, you ain't know, I'm crazy like Krayzie Bone
Just tryna bone, ain't tryna have no babies
Ride clean as hell so I pull in ladies
Law's on patrol and you know they hate me
Music turned all the way up into the maximum
I got speakers, some niggas tryna jack for some
But we packin' somethin' and what we have for 'em
We'll have a nigga locked up in a maximum
Security cell, I'm grippin' oak
Music loud and I'm tippin' slow
Twin's steady twistin' like, ""Hit this dough!""
Police pull up right behind and it's in his throat
Windows down, got to stop pollution
CD changes, niggas like, ""Who is that producin'?""
That's the Play N Skillz when we out and cruisin'
Got warrants in every city except Houston
But I still ain't losin'

[Hook]
They see me rollin', they hatin'
Patrollin' and tryna catch me ridin' dirty
Tryna catch me ridin' dirty
My music's so loud, I'm swangin'
They hopin' that they gonna catch me ridin' dirty
Tryna catch me ridin' dirty

[Verse 2: Krayzie Bone]
I've been drinkin' and smokin'
Holy shit, ‘cause I really can't focus
I gotta get it home before the po-po's scope this
Big old Excursion just swervin', all up in the curb'n
A nigga be sippin' on the Hennessy and the gin again
It's in again, we in the wind
Doin' a hundred while I puff on a blunt
And roll another one up, we livin' like we ain't givin' a fuck
I got a blunt up in my right hand
40-ounce in my lap freezin' my balls
Roll another tree, green leaves and all
Comin' pretty deep, me and my dogs
Yo, I gotta hit the back streets
Wonderin' about the six pounds and I got heat
Glock, Glock shots to the block, we creep-creep
Pop-pop, hope cops don't see me on the low key
With no regard for the law
We dodge 'em like, ""Fuck 'em all!""
But I won't get caught up and brought up
On charges for none of y'all
Keep a gun in car and a blunt to spark
Roll it up if you want, nigga, get it poppin', dog
Ready or not, we bust shots off in the air
Krayzie Bone and Chamillionaire

[Hook]
They see me rollin', they hatin'
Patrollin' and tryna catch me ridin' dirty
Tryna catch me ridin' dirty
My music's so loud, I'm swangin'
They hopin' that they gonna catch me ridin' dirty
Tryna catch me ridin' dirty

[Verse 3: Chamillionaire]
Now would you think it so? I tried to let you go
Turn on my blinker light and then I swang it slow
And they upset for sho', ‘cause they think they know
That they catchin' me with plenty of the drank and dro
So they get behind me, tryna check my tags
Look in my rear view and they smilin'
Thinkin' they'll catch me in the wrong, they keep tryin'
Steady denyin' that it's racial profilin'
Houston, Texas, you can check my tags
Pull me over, try to check my slab
Glove compartment, gotta get my cash
‘Cause the crooked cops'll try to come up fast
And bein' the baller that I am, I talk to them
Givin' a damn about them not feelin' my attitude
When they realize I ain't even ridin' dirty
Bet you'll be leavin' with an even madder mood
I'ma laugh at you and then I'll have to cruise
Yeah, my #2 on some old-school DJ Screw
You can't arrest me, plus you can't sue
This is a message to the law, tellin' them: ""We hate you.""
I can't be touched and tell 'em that they shoulda known
Tippin' down, I'm sittin' crooked on my chrome
Bookin' my phone, findin' a chick I wanna bone
Like they couldn't stop me
I'm 'bout to pull up at your home, and it's on"
