,Song,Artist,artist_trunc,search_term,lyrics_raw
146,Someone Like You,Adele,Adele,Someone Like You Adele,"[Verse 1]
I heard that you're settled down
That you found a girl and you're married now
I heard that your dreams came true
Guess she gave you things I didn't give to you
Old friend, why are you so shy?
Ain't like you to hold back or hide from the light

[Pre-Chorus]
I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face
And that you'd be reminded that for me it isn't over

[Chorus]
Never mind, I'll find someone like you
I wish nothing but the best for you two
""Don't forget me,"" I beg
""I'll remember,"" you said
Sometimes it lasts in love, but sometimes it hurts instead
Sometimes it lasts in love, but sometimes it hurts instead

[Verse 2]
You know how the time flies
Only yesterday was the time of our lives
We were born and raised in a summer haze
Bound by the surprise of our glory days

[Pre-Chorus]
I hate to turn up out of the blue, uninvited
But I couldn't stay away, I couldn't fight it
I had hoped you'd see my face
And that you'd be reminded that for me it isn't over

[Chorus]
Never mind, I'll find someone like you
I wish nothing but the best for you two
""Don't forget me,"" I beg
""I'll remember,"" you said
Sometimes it lasts in love, but sometimes it hurts instead

[Bridge]
Nothing compares, no worries or cares
Regrets and mistakes, they're memories made
Who would have known how bittersweet this would taste?

[Breakdown]
Never mind, I'll find someone like you
I wish nothing but the best for you
""Don't forget me,"" I beg
""I'll remember,"" you said
Sometimes it lasts in love, but sometimes it hurts instead

[Chorus]
Never mind, I'll find someone like you
I wish nothing but the best for you two
""Don't forget me,"" I beg
""I'll remember,"" you said
Sometimes it lasts in love, but sometimes it hurts instead
Sometimes it lasts in love, but sometimes it hurts instead"
147,Just the Way You Are,Bruno Mars,Bruno Mars,Just the Way You Are Bruno Mars,"[Verse 1]
Oh, her eyes, her eyes
Make the stars look like they're not shinin'
Her hair, her hair
Falls perfectly without her trying
She's so beautiful
And I tell her every day
Yeah, I know, I know
When I compliment her she won't believe me
And it's so, it's so
Sad to think that she don't see what I see
But every time she asks me, ""Do I look okay?""
I say

[Chorus]
When I see your face
There's not a thing that I would change
Cause you're amazing just the way you are
And when you smile
The whole world stops and stares for a while
Cause, girl, you're amazing just the way you are

[Verse 2]
Her lips, her lips
I could kiss them all day if she'd let me
Her laugh, her laugh
She hates but I think it's so sexy
She's so beautiful, and I tell her everyday
Oh you know, you know, you know
I'd never ask you to change
If perfect's what you're searching for
Then just stay the same
So don't even bother asking if you look okay
You know I'll say

[Chorus]
When I see your face
There's not a thing that I would change
Cause you're amazing just the way you are
And when you smile
The whole world stops and stares for a while
Cause, girl, you're amazing just the way you are

[Post-Chorus]
The way you are
The way you are
Girl, you're amazing just the way you are

[Chorus]
When I see your face
There's not a thing that I would change
Cause you're amazing just the way you are
And when you smile
The whole world stops and stares for a while
Cause, girl, you're amazing just the way you are, yeah"
148,TiK ToK,Kesha,Kesha,TiK ToK Kesha,"[Verse 1: Ke$ha & P Diddy]
Wake up in the morning feelin' like P Diddy (hey, what up, girl?)
Grab my glasses, I'm out the door, I'm gonna hit this city (let's go)
Before I leave, brush my teeth with a bottle of Jack
'Cause when I leave for the night, I ain't coming back

[Pre-Chorus 1]
I'm talkin' pedicure on our toes, toes
Tryin' on all our clothes, clothes
Boys blowin' up our phones, phones
Drop-toppin', playin' our favorite CDs
Pullin' up to the parties
Tryna get a little bit tipsy

[Chorus]
Don't stop, make it pop
DJ, blow my speakers up
Tonight, I'ma fight
Till we see the sunlight
Tick tock on the clock
But the party don't stop, no
Oh, whoa, whoa, oh
Oh, whoa, whoa, oh
Don't stop, make it pop
DJ, blow my speakers up
Tonight, I'ma fight
Till we see the sunlight
Tick tock on the clock
But the party don't stop, no
Oh, whoa, whoa, oh
Oh, whoa, whoa, oh

[Verse 2]
Ain't got a care in world but got plenty of beer
Ain't got no money in my pocket but I'm already here
And now the dudes are linin' up 'cause they hear we got swagger
But we kick 'em to the curb unless they look like Mick Jagger

[Pre-Chorus 2]
I'm talkin' about errbody gettin' crunk, crunk
Boys tryin' to touch my junk, junk
Gonna smack him if he gettin' too drunk, drunk
Now, now we go until they kick us out, out
Or the police shut us down, down
Police shut us down, down
Po-po shut us—

[Chorus]
Don't stop, make it pop
DJ, blow my speakers up
Tonight, I'ma fight
Till we see the sunlight
Tick tock on the clock
But the party don't stop, no
Oh, whoa, whoa, oh
Oh, whoa, whoa, oh
Don't stop, make it pop
DJ, blow my speakers up
Tonight, I'ma fight
Till we see the sunlight
Tick tock on the clock
But the party don't stop, no
Oh, whoa, whoa, oh
Oh, whoa, whoa, oh

[Bridge]
(DJ) You build me up, you break me down
My heart, it pounds, yeah, you got me
With my hands up, you got me now
You got that sound, yeah, you got me
(DJ) You build me up, you break me down
My heart, it pounds, yeah, you got me
With my hands up, put your hands up
Put your hands up

[Break]
Now, the party don't start till I walk in

[Chorus]
Don't stop, make it pop
DJ, blow my speakers up
Tonight, I'ma fight
Till we see the sunlight
Tick tock on the clock
But the party don't stop, no
Oh, whoa, whoa, oh
Oh, whoa, whoa, oh
Don't stop, make it pop
DJ, blow my speakers up
Tonight, I'ma fight
Till we see the sunlight
Tick tock on the clock
But the party don't stop, no
Oh, whoa, whoa, oh
Oh, whoa, whoa, oh"
149,Blurred Lines,Robin Thicke featuring T.I. and Pharrell,Robin Thicke,Blurred Lines Robin Thicke,"[Intro: Pharrell & Robin Thicke]
Everybody get up, WOO!
Hey, hey, hey
Hey, hey, hey
Hey, hey, hey

[Verse 1: Robin Thicke]
If you can't hear what I'm trying to say
If you can't read from the same page
Maybe I'm going deaf
Maybe I'm going blind
Maybe I'm out of my mind

[Bridge: Robin Thicke]
Ok, now he was close
Tried to domesticate you
But you're an animal
Baby, it's in your nature
Just let me liberate you
You don't need no papers
That man is not your maker
And that's why I'm gon' take a

[Hook: Robin Thicke]
Good girl
I know you want it
I know you want it
I know you want it
You're a good girl
Can't let it get past me
You're far from plastic
Talk about getting blasted
I hate these blurred lines
I know you want it
I know you want it
I know you want it
But you're a good girl
The way you grab me
Must wanna get nasty
Go ahead, get at me

[Verse 2: Robin Thicke]
What do they make dreams for
When you got them jeans on
What do we need steam for
You the hottest bitch in this place
I feel so lucky, you wanna hug me
What rhymes with hug me?
Hey!

[Bridge: Robin Thicke]
Ok, now he was close
Tried to domesticate you
But you're an animal
Baby, it's in your nature
Just let me liberate you
You don't need no papers
That man is not your maker
And that's why I'm gon' take a

[Hook: Robin Thicke]
Good girl
I know you want it
I know you want it
I know you want it
You're a good girl
Can't let it get past me
You're far from plastic
Talk about getting blasted
I hate these blurred lines
I know you want it
I know you want it
I know you want it
But you're a good girl
The way you grab me
Must wanna get nasty
Go ahead, get at me

[Verse 3: T.I.]
Hustle Gang Homie
One thing I ask of you
Lemme be the one you back that ass up to
From Malibu to Paris, boo
Had a bitch, but she ain't bad as you
So, hit me up when you pass through
I'll give you something big enough to tear your ass in two
Swag on 'em even when you dress casual
I mean, it's almost unbearable
In a hundred years not dare would I
Pull a Pharcyde, let you pass me by
Nothin' like your last guy, he too square for you
He don't smack that ass and pull your hair like that
So I'm just watching and waitin'
For you to salute the true big pimpin'
Not many women can refuse this pimping
I'm a nice guy, but don't get confused, this pimpin'

[Breakdown: Robin Thicke]
Shake your rump
Get down, get up-a
Do it like it hurt, like it hurt
What you don't like work
Hey!

[Verse 4: Robin Thicke]
Baby, can you breathe
I got this from Jamaica
It always works for me
Dakota to Decatur
No more pretending
Cause now you're winning
Here's our beginning
I always wanted a

[Hook: Robin Thicke]
Good girl
I know you want it
I know you want it
I know you want it
You're a good girl
Can't let it get past me
You're far from plastic
Talk about getting blasted
I hate these blurred lines
I know you want it
I know you want it
I know you want it
But you're a good girl
The way you grab me
Must wanna get nasty
Go ahead, get at me

[Bridge: Pharrell & Robin Thicke]
Everybody get up
Everybody get up
Everybody get up
Hey, Hey, Hey
Hey, Hey, Hey
Hey, Hey, Hey

[Outro: Pharrell & Robin Thicke]
Everybody get up, WOO!
Hey, hey, hey
Hey, hey, hey
Hey, hey, hey"
150,Boom Boom Pow,The Black Eyed Peas,The Black,Boom Boom Pow The Black,"[Album Intro]
Welcome
Welcome to The E.N.D
Do not panic, there is nothing to fear
Everything around you is changing
Nothing stays the same
This version of myself is not permanent
Tomorrow, I will be different
The Energy Never Dies
Energy cannot be destroyed, or created
It always is, and it always will be
This is the end, and the beginning..
Forever infinite
Welcome

[Intro: Will.I.Am]
Gotta get that, gotta get that
Gotta get that
Gotta get that, that, that, that-that

[Hook: Will.I.Am]
(Boom boom boom)
Gotta get that (Boom boom boom)
Gotta get that (Boom boom boom)
Gotta get that (Boom boom boom)
Gotta get that (Boom boom boom)
That (Boom boom boom)
That (Boom boom boom)
(Boom boom)

[Verse 1: Will.I.Am]
Yo, I got that hit to beat the block
You can get that bass on the low
I got that rock 'n roll, that future flow
That digital spit, next level visual shit
I got that (Boom boom boom)
How the beat bang? (Boom boom boom)

[Bridge: Fergie]
I like that boom boom pow
Them chickens jacking my style
They try to copy my swagger
I'm on that next shit now
I'm so three thousand and eight
You so two thousand and late
I got that boom boom boom
That future boom boom boom
Let me get it now

[Hook: Will.I.Am]
(Boom boom boom)
Gotta get that (Boom boom boom)
Gotta get that (Boom boom boom)
Gotta get that (Boom boom boom)
Gotta get that (Boom boom boom)
That (Boom boom boom)
That (Boom boom boom)
(Boom boom)

[Verse 2: Taboo]
I'm on that supersonic boom
Y'all hear that spaceship (Zoom!)
When I step inside the room, them girls go apeshit, mmm
Y'all stuck on Super 8 shit, that lo-fi stupid 8-bit
I'm on that HD flat, this beat go boom-boom-bap

[Verse 3: Apl.De.Ap & Will.I.Am]
I'm a beast when you turn me on
Into the future, cybertron
Harder, faster, better, stronger
Sexy ladies, extra longer
Cause, we got the beat that bounce
We got the beat that pound
We got the beat, that 808
That boom boom in your town

[Breakdown: Fergie]
People in the place
If you wanna get down
Put your hands in the air
Will.I.Am., drop the beat now!

[Interlude 1: Will.I.Am]
Yup, yup
I be rockin them beats!
Yup, yup
I be rockin them beats!
Y-yup, yup, yup, ha, ha, ha

[Verse 4: Will.I.Am]
Here we go, here we go, satellite radio
Y'all gettin hit wit the (Boom, boom!)
Beats so big, I'm stepping on leprechauns
Shitting on y'all wit the (Boom, boom!)
Shitting on y'all wit the (Boom, boom!)
Shitting on y'all wit the
This beat be bumping, bumping
This beat go boom boom!

[Interlude 2]
Let the beat rock
Let the beat rock
Let the beat rock
This beat be bumping, bumping
This beat go boom boom!

[Bridge: Fergie]
I like that boom boom pow
Them chickens jacking my style
They try to copy my swagger
I'm on that next shit now
I'm so three thousand and eight
You so two thousand and late
I got that boom boom boom
That future boom boom boom
Let me get it now

[Hook: Will.I.Am]
(Boom boom boom)
Gotta get that (Boom boom boom)
Gotta get that (Boom boom boom)
Gotta get that (Boom boom boom)
Gotta get that (Boom boom boom)
That (Boom boom boom)
That (Boom boom boom)
(Boom boom)

[Outro]
Let the beat rock (Let the beat rock)
Let the beat rock (Let the beat...)
Let the beat rock (Let the beat rock, rock, rock...)"
151,Party Rock Anthem,LMFAO featuring Lauren Bennett and GoonRock,LMFAO featuring,Party Rock Anthem LMFAO featuring,"[Intro]
Party Rock
Yeah
Wooo!
Let's go!

[Hook: LMFAO]
Party rockers in the house tonight
Everybody just have a good time
And we gon' make you lose your mind
Everybody just have a good time
Party rockers in the house tonight
Everybody just have a good time
And we gon' make you lose your mind
Everybody just have a good time
We just wanna see you...
Shake that!

[Verse 1: LMFAO]
In the club: party rock
Looking for your girl? She on my jock
Non stop when we in the spot
Booty moving weight like she on the block
Where the drank? I gots to know
Tight jeans, tattoo, cause I'm rock and roll
Half-black, half-white: domino
Gainin' money. Oprah, dough
Yoooo!! I’m running through these hoes like Drano
I got that devilish flow rock and roll no halo, we party rock!
Yeah, that’s the crew that I’m repping
On the rise to the top, no lead in our zeppelin, hey!!!

[Hook: LMFAO]
Party rockers in the house tonight
Everybody just have a good time
And we gon' make you lose your mind
Everybody just have a good time
Party rockers in the house tonight
Everybody just have a good time
And we gon' make you lose your mind
Everybody just have a good time
We just wanna see you...
Shake that!

Every day I’m shufflin'
Shufflin', shufflin'

[Verse 2: LMFAO]
Step up fast and be the first girl to make me throw this cash
We get money don’t be mad, now stop - hatin' is bad
One more shot for us (Another round!)
Please fill up my cup (Don’t mess around!)
We just wanna see (You shake it now!)
Now you wanna be (You're naked now!)

[Bridge: Lauren Bennett]
Get up get down put your hands up to the sound
Get up get down put your hands up to the sound
Get up get down put your hands up to the sound
Put your hands up to the sound
Put your hands up to the sound
Get up, get up, get up
Get up, get up, get up
Put your hands up to the sound
To the sound
Put your hands up

[Hook: LMFAO]
Party rockers in the house tonight
Everybody just have a good time
And we gon' make you lose your mind
Everybody just have a good time
Party rockers in the house tonight
Everybody just have a good time
And we gon' make you lose your mind
Everybody just have a good time
We just wanna see you...
Shake that!

Ooooh, ooooh
Ooooh, ooooh
Everyday I'm shu-shufflin'"
152,Happy,Pharrell Williams,Pharrell Williams,Happy Pharrell Williams,"[Produced by Pharrell Williams]

[Verse 1]
It might seem crazy what I'm 'bout to say
Sunshine she's here, you can take a break
I'm a hot air balloon that could go to space
With the air, like I don't care, baby, by the way

[Hook]
(Because I'm happy)
Clap along if you feel like a room without a roof
(Because I'm happy)
Clap along if you feel like happiness is the truth
(Because I'm happy)
Clap along if you know what happiness is to you
(Because I'm happy)
Clap along if you feel like that's what you wanna do

[Verse 2]
Here come bad news, talking this and that (Yeah!)
Well, give me all you got, don't hold it back (Yeah!)
Well, I should probably warn ya, I'll be just fine (Yeah!)
No offense to you, don’t waste your time, here's why...

[Hook]
(Because I'm happy)
Clap along if you feel like a room without a roof
(Because I'm happy)
Clap along if you feel like happiness is the truth
(Because I'm happy)
Clap along if you know what happiness is to you
(Because I'm happy)
Clap along if you feel like that's what you wanna do

[Bridge]
Bring me down
Can't nothing bring me down
My level's too high to bring me down
Can't nothing bring me down, I said...
Bring me down
Can't nothing bring me down
My level's too high to bring me down
Can't nothing bring me down, I said...

[Hook]
(Because I'm happy)
Clap along if you feel like a room without a roof
(Because I'm happy)
Clap along if you feel like happiness is the truth
(Because I'm happy)
Clap along if you know what happiness is to you
(Because I'm happy)
Clap along if you feel like that's what you wanna do
(Because I'm happy)
Clap along if you feel like a room without a roof
(Because I'm happy)
Clap along if you feel like happiness is the truth
(Because I'm happy)
Clap along if you know what happiness is to you
(Because I'm happy)
Clap along if you feel like that's what you wanna do

[Bridge]
Bring me down
Can't nothing bring me down
My level's too high to bring me down
Can't nothing bring me down, I said...
Bring me down
Can't nothing bring me down
My level's too high to bring me down
Can't nothing bring me down, I said...

[Hook]
(Because I'm happy)
Clap along if you feel like a room without a roof
(Because I'm happy)
Clap along if you feel like happiness is the truth
(Because I'm happy)
Clap along if you know what happiness is to you
(Because I'm happy)
Clap along if you feel like that's what you wanna do
(Because I'm happy)
Clap along if you feel like a room without a roof
(Because I'm happy)
Clap along if you feel like happiness is the truth
(Because I'm happy)
Clap along if you know what happiness is to you
(Because I'm happy)
Clap along if you feel like that's what you wanna do"
153,Just Dance,Lady Gaga featuring Colby O'Donis,Lady Gaga,Just Dance Lady Gaga,"[Intro]
RedOne
Konvict
Gaga (oh-oh, eh)

[Verse 1: Lady Gaga]
I've had a little bit too much, much
All of the people start to rush (start to rush by)
A dizzy twister dance
Can't find my drink or man
Where are my keys?
I lost my phone, phone

[Pre-Chorus: Lady Gaga]
What's going on on the floor?
I love this record, baby, but I can't see straight anymore
Keep it cool
What's the name of this club?
I can't remember, but it's alright, alright

[Chorus: Lady Gaga]
Just dance
Gonna be okay
Da-da-doo-doot-n, just dance
Spin that record, babe
Da-da-doo-doot-n, just dance
Gonna be okay
Da-da-da-dance, dance, dance
Just j-j-just dance

[Verse 2: Lady Gaga]
Wish I could shut my playboy mouth
How'd I turn my shirt inside out? (Inside out, right)
Control your poison, babe
Roses have thorns, they say
And we're all gettin' hosed tonight

[Pre-Chorus: Lady Gaga]
What's going on on the floor?
I love this record, baby, but I can't see straight anymore
Keep it cool
What's the name of this club?
I can't remember, but it's alright, alright

[Chorus: Lady Gaga]
Just dance
Gonna be okay
Da-da-doo-doot-n, just dance
Spin that record, babe
Da-da-doo-doot-n, just dance
Gonna be okay
Da-da-da-dance, dance, dance
Just j-j-just dance

[Verse 3: Colby O'Donis]
When I come through on the dance floor, checking out that catalogue
Can't believe my eyes
So many women without a flaw
And I ain't gonna give it up
Steady, tryna pick it up, like a call
I'mma hit it, I'mma beat it and latch onto it until tomorrow, yeah
Shorty, I can see that you got so much energy
The way you twirling up them hips 'round and 'round
And there is no reason at all why you can't leave here with me
In the meantime, stay and let me watch you break it down

[Chorus: Lady Gaga]
And dance
Gonna be okay
Da-da-doo-doot-n, just dance
Spin that record, babe
Da-da-doo-doot-n, just dance
Gonna be okay
Da-da-doo-doot-n, just dance
Spin that record, babe
Da-da-doo-doot-n, just dance
Gonna be okay
Da-da-da-dance, dance, dance
Just j-j-just dance

[Interlude: Colby O'Donis]
(Incredible... amazing... music)
Wooo!
Let's go!

[Bridge: Lady Gaga]
Half psychotic, sick, hypnotic, got my blueprint, it's symphonic
Half psychotic, sick, hypnotic, got my blueprint, electronic
Half psychotic, sick, hypnotic, got my blueprint, it's symphonic
Half psychotic, sick, hypnotic, got my blueprint, electronic
Go!
Use your muscle, carve it out, work it, hustle
(I got it, just stay close enough to get it on)
Don't slow!
Drive it, clean it, Lysol, bleed it
Spend the last dough (I got it) in your pock-o (I got it)

[Chorus: Lady Gaga]
Just dance
Gonna be okay
Da-da-doo-doot-n, just dance
Spin that record, babe
Da-da-doo-doot-n, just dance
Gonna be okay
Da-da-doo-doot-n, just dance
Spin that record, babe
Da-da-doo-doot-n, just dance
Gonna be okay
Da-da-da-dance, dance, dance
Just j-j-just dance"
154,Sugar,Maroon 5,Maroon 5,Sugar Maroon 5,"[Directed by David Dobkin]

[Verse 1]
I'm hurting baby, I'm broken down
I need your loving, loving I need it now
When I'm without you, I'm something weak
You got me begging, begging I'm on my knees

[Pre-Chorus]
I don't wanna be needing your love
I just wanna be deep in your love
And it's killing me when you're away
Ooh baby
Cause I really don't care where you are
I just wanna be there where you are
And I gotta get one little taste

[Chorus]
Sugar, yes please
Would you come and put it down on me?
I'm right here, cause I need
Little love, a little sympathy
Yeah you show me good loving, make it alright
Need a little sweetness in my life
Your sugar, yes please
Would you come and put it down on me?

[Verse 2]
Babe, my broken pieces, you pick them up
Don't leave me hanging, hanging come give me some
When I'm without you, I'm so insecure
You are the one thing, one thing I'm living for

[Pre-Chorus]
I don't wanna be needing your love
I just wanna be deep in your love
And it's killing me when you're away
Ooh baby
Cause I really don't care where you are
I just wanna be there where you are
And I gotta get one little taste

[Chorus]
Sugar, yes please
Would you come and put it down on me?
I'm right here, cause I need
Little love, a little sympathy
Yeah you show me good loving, make it alright
Need a little sweetness in my life
Your sugar, yes please
Would you come and put it down on me?

[Bridge]
I want that red velvet
I want that sugar sweet
Don't let nobody touch it unless that somebody's me
I gotta be a man, there ain't no other way
Cause girl you're hotter than a Southern California day
Never wanna play no games, you don't gotta be afraid
Don't give me all that shy shit
No makeup on, that's my sugar

[Chorus]
Sugar, yes please
Would you come and put it down on me?
I'm right here, cause I need
Little love, a little sympathy
Yeah you show me good loving, make it alright
Need a little sweetness in my life
Your sugar, yes please
Would you come and put it down on me?

[Chorus]
Sugar, yes please
Would you come and put it down on me?
I'm right here, cause I need
Little love, a little sympathy
Yeah you show me good loving, make it alright
Need a little sweetness in my life
Your sugar, yes please
Would you come and put it down on me?"
155,Gangnam Style,Psy,Psy,Gangnam Style Psy,"[Korean Translation]
Oppan gang-namseutayil
Kang-namseutayil

Naje-neun ttasaroun inkanjeo-gin yeoja
Keopi hanjanye yeoyureuraneun pumkyeok i-nneun yeoja
Bami omyeon shimjangi tteugeowojineun yeoja
Keureon banjeon i-nneun yeoja

Naneun sana-i
Naje-neun neomankeum ttasaroun geureon sana-i
Keopi shikgido jeone wonsyas ttaerineun sana-i
Bami omyeon shimjangi teojyeobeorineun sana-i
Keureon sana-i

Areumdawo sarangseureowo
Keurae neo hey keurae baro neo hey
Areumdawo sarangseureowo
Keurae neo hey keurae baro neo hey
Chigeumbu-teo kal dekkaji kabol-kka

Oppan Gangnam style
Gangnam style
Oppan Gangnam style
Gangnam style
Oppan Gangnam style

Eh- sexy lady
Oppan Gangnam style
Eh- sexy lady
O-oo-o

Jeongsu-khae boijiman nol ttaen noneun yeoja
Ittaeda shipeumyeon mukkeot-deon meori puneun yeoja
Karyeot-jiman wen-manhan nochulboda yahan yeoja
Keureon gamkakjeo-gin yeoja

Naneun sana-i
Jeomjanha boijiman nol ttaen noneun sana-i
Ttae-ga dwehmyeon wahnjeon michyeobeorineun sana-i
Keunyukboda sasangi ul-tungbul-tung-han sana-i
Keureon sana-i

Areumdawo, sarangseureowo
Keurae neo hey keurae baro neo hey
Areumdawo, sarangseureowo
Keurae neo hey keurae baro neo hey
Chigeumbu-teo kal dekkaji kabol-kka

Oppan Gangnam style
Gangnam style
Oppan Gangnam style
Gangnam style
Oppan Gangnam style

Eh- sexy lady
Oppan Gangnam style
Eh- sexy lady
O-oo-o

Ttwiineun nom keu wiie naneun nom
Baby baby
Naneun mwol jom aneun nom
Ttwiineun nom keu wiie naneun nom
Baby baby
Naneun mwol jom aneun nom

You know what I’m sayin'
Oppan Gangnam style

Eh- Sexy Lady Oppa Gangnam style
Eh- Sexy Lady Oppa Gangnam style o-oo-o oh"
156,Thrift Shop,Macklemore and Ryan Lewis featuring Wanz,Macklemore and,Thrift Shop Macklemore and,"[Intro]
Hey Macklemore ! Can we go thrift shopping ?
What what, what, what ? (x8)

[Refrain — Wanz]
I’m gonna pop some tags
Only got twenty dollars in my pocket
I’m, I’m, I’m hunting, looking for a come up
This is fucking awesome

[Couplet 1 — Macklemore]
Now walk into the club like ""What up ? I got a big cock !""
Nah, I’m just pumped, I bought some shit from the thrift shop
Ice on the fringe is so damn frosty
The people like “Damn, that’s a cold ass honky !”
Rolling in hella deep, headed to the mezzanine
Dressed in all pink except my gator shoes, those are green
Draped in a leopard mink, girl standing next to me
Probably should've washed this, smells like R. Kelly's sheets (Pisssss)
But shit, it was 99 cents
Fuck it, coppin' it, washin' it, ‘bout to go and get some compliments
Passing up on those moccasins someone else has been walking in
Bummy and grungy, fuck it man, I am stunting and flossing and
Saving my money and I’m hella happy, that’s a bargain, bitch
I’ma take your grandpa's style, I’ma take your grandpa's style
No for real, ask your grandpa : ""Can I have his hand-me-downs ? "" (Thank you!)
Velour jumpsuit and some house slippers
Dookie brown leather jacket that I found digging
They had a broken keyboard, I bought a broken keyboard
I bought a skeet blanket, then I bought a knee board
Hello, hello, my ace man, my mellow
John Wayne ain’t got nothing on my fringe game, hell no
I could take some Pro Wings, make them cool, sell those
The sneaker heads would be like “Ah, he got the Velcros”

[Refrain — Wanz x2]

[Couplet 2 — Macklemore]
What you know about rocking a wolf on your noggin ?
What you knowing about wearing a fur fox skin ?
I’m digging, I’m digging, I’m searching right through that luggage
One man’s trash, that’s another man’s come up
Thank your granddad for donating that plaid button
Up shirt, cause right now, I’m up in here stuntin'
I’m at the Goodwill, you can find me in the bins
I’m not, I’m not stuck on searchin' in that section
Your grammy, your aunty, your momma, your mammy
I’ll take those flannel zebra jammies
Second hand and I’ll rock that motherfucker
The built-in onesie with the socks on the motherfucker
I hit the party and they stop in that motherfucker
They be like “Oh that Gucci, that’s hella tight”
I’m like “Yo, that’s fifty dollars for a t-shirt”
Limited edition, let’s do some simple addition
Fifty dollars for a t-shirt, that’s just some ignorant bitch shit
I call that getting swindled and pimped, shit
I call that getting tricked by business
That shirt’s hella dough
And having the same one as six other people in this club is a hella don’t
Peep game, come take a look through my telescope
Trying to get girls from a brand ?
Man you hella won’t, man you hella won't

(Goodwill, poppin' tags, yeah)

[Refrain — Wanz]

[Pont — Wanz x2]
I wear your granddad's clothes
I look incredible
I’m in this big ass coat
From that thrift shop down the road

[Refrain — Wanz]

(Is that your grandma's coat ?)"
157,Dark Horse,Katy Perry featuring Juicy J,Katy Perry,Dark Horse Katy Perry,"[Produced by Max Martin and Dr. Luke]
[Video directed by Matthew Cullen]

[Intro: Juicy J]
Yeah ya'll know what it is
Katy Perry, Juicy J
Uh huh, let's rage!

[Verse 1: Katy Perry]
I knew you were, you were gonna come to me
And here you are, but you better choose carefully
'Cause I, I'm capable of anything
Of anything, and everything
Make me your Aphrodite
Make me your one and only
But don't make me your enemy
Your enemy, your enemy

[Chorus: Katy Perry]
So you wanna play with magic?
Boy, you should know what you're falling for
Baby, do you dare to do this?
Cause I'm coming at you like a dark horse
Are you ready for, ready for
A perfect storm, perfect storm?
'Cause once you're mine, once you're mine
There's no going back

[Verse 2: Katy Perry]
Mark my words, this love will make you levitate
Like a bird, like a bird without a cage
We're down to earth if you choose to walk away
Don't walk away
It's in the palm of your hand now, baby
It's a yes or a no, no maybe
So just be sure before you give it all to me
All to me, give it all to me

[Chorus: Katy Perry]
So you wanna play with magic?
Boy, you should know what you're falling for
Baby, do you dare to do this?
Cause I'm coming at you like a dark horse
Are you ready for, ready for
A perfect storm, perfect storm?
'Cause once you're mine, once you're mine
There's no going back

[Verse 3: Juicy J]
She's a beast, I call her Karma
She eat your heart out like Jeffrey Dahmer
Be careful, try not to lead her on
Shawty's heart is on steroids, 'cause her love is so strong
You may fall in love when you meet her
If you get the chance, you better keep her
She's sweet as pie, but if you break her heart
She turn cold as a freezer
That fairy tale ending with a knight in shining armor
She can be my sleeping beauty, I'm gon' put her in a coma (Woo!)
Damn, I think I love her, shawty's so bad, I'm sprung and I don't care
She ride me like a roller coaster, turn the bedroom into a fair
Her love is like a drug, I was tryna hit it and quit it
But lil mama so dope, I messed around and got addicted

[Chorus: Katy Perry]
So you wanna play with magic?
Boy, you should know what you're falling for
Baby, do you dare to do this?
Cause I'm coming at you like a dark horse
Are you ready for, ready for
A perfect storm, perfect storm?
'Cause once you're mine, once you're mine
There's no going back"
